,Team,PTS,FG,FGA,2PA,3P,3PA,eFG%,Home/Away,ORtg,FTr,3PAr,TS%,FT/FGA,ORtg_opponent,FTr_opponent,3PAr_opponent,TS%_opponent,eFG%_opponent,FT/FGA_opponent
2682,WAS,111.0,41.0,77.0,48.0,10.0,29.0,0.597,Away,124.6,0.325,0.377,0.631,0.247,135.8,0.235,0.482,0.645,0.612,0.2
2683,LAC,111.0,39.0,95.0,54.0,15.0,41.0,0.489,Away,109.5,0.274,0.432,0.521,0.189,114.4,0.326,0.295,0.534,0.463,0.295
2684,WAS,111.0,41.0,84.0,53.0,9.0,31.0,0.542,Away,103.2,0.345,0.369,0.574,0.238,106.9,0.189,0.256,0.59,0.556,0.167
2685,PHO,111.0,40.0,91.0,54.0,13.0,37.0,0.511,Away,116.0,0.286,0.407,0.542,0.198,135.8,0.31,0.488,0.681,0.643,0.262
2686,UTA,111.0,38.0,84.0,48.0,13.0,36.0,0.53,Home,113.4,0.333,0.429,0.576,0.262,118.5,0.365,0.294,0.588,0.541,0.282
2687,CHI,111.0,43.0,93.0,66.0,9.0,27.0,0.511,Away,102.9,0.258,0.29,0.536,0.172,110.3,0.264,0.575,0.613,0.598,0.172
2688,SAS,111.0,41.0,92.0,55.0,10.0,37.0,0.5,Away,113.8,0.272,0.402,0.539,0.207,122.0,0.223,0.287,0.576,0.559,0.149
2689,BRK,111.0,41.0,78.0,43.0,15.0,35.0,0.622,Home,125.4,0.231,0.449,0.646,0.179,109.6,0.278,0.418,0.547,0.519,0.19
2690,NOP,111.0,37.0,86.0,55.0,10.0,31.0,0.488,Away,111.1,0.36,0.36,0.557,0.314,132.1,0.297,0.418,0.642,0.615,0.22
2691,POR,111.0,44.0,93.0,64.0,8.0,29.0,0.516,Away,110.8,0.204,0.312,0.548,0.161,118.8,0.291,0.326,0.613,0.599,0.186
2692,GSW,111.0,41.0,91.0,41.0,18.0,50.0,0.549,Home,110.0,0.22,0.549,0.556,0.121,100.1,0.391,0.391,0.495,0.397,0.368
2693,UTA,111.0,36.0,83.0,40.0,14.0,43.0,0.518,Home,111.7,0.361,0.518,0.577,0.301,118.8,0.269,0.344,0.567,0.532,0.204
2694,DET,111.0,35.0,77.0,46.0,10.0,31.0,0.519,Home,112.2,0.558,0.403,0.579,0.403,116.2,0.341,0.329,0.61,0.537,0.329
2695,SAS,111.0,43.0,85.0,54.0,12.0,31.0,0.576,Home,113.8,0.176,0.365,0.606,0.153,95.4,0.235,0.439,0.43,0.388,0.173
2696,CHI,111.0,44.0,87.0,60.0,7.0,27.0,0.546,Home,109.2,0.207,0.31,0.585,0.184,113.1,0.429,0.226,0.576,0.518,0.333
2697,CHI,111.0,42.0,80.0,52.0,9.0,28.0,0.581,Home,110.3,0.275,0.35,0.619,0.225,96.4,0.259,0.329,0.512,0.476,0.188
2698,DAL,111.0,39.0,77.0,43.0,12.0,34.0,0.584,Home,115.4,0.325,0.442,0.631,0.273,114.3,0.284,0.386,0.556,0.506,0.239
2699,MEM,111.0,38.0,83.0,55.0,13.0,28.0,0.536,Away,112.3,0.325,0.337,0.585,0.265,107.2,0.292,0.371,0.528,0.478,0.236
2700,PHI,111.0,39.0,84.0,48.0,19.0,36.0,0.577,Home,121.0,0.238,0.429,0.598,0.167,131.9,0.41,0.269,0.657,0.609,0.333
2701,WAS,111.0,38.0,81.0,56.0,10.0,25.0,0.531,Home,113.2,0.321,0.309,0.6,0.309,120.3,0.241,0.361,0.643,0.627,0.169
2702,DAL,111.0,38.0,95.0,55.0,8.0,40.0,0.442,Home,102.3,0.358,0.421,0.505,0.284,107.9,0.348,0.281,0.57,0.522,0.27
2703,NOP,111.0,38.0,86.0,49.0,15.0,37.0,0.529,Away,116.0,0.256,0.43,0.58,0.233,129.5,0.217,0.359,0.615,0.576,0.196
2704,HOU,111.0,40.0,94.0,56.0,14.0,38.0,0.5,Away,110.4,0.223,0.404,0.538,0.181,124.3,0.222,0.389,0.633,0.606,0.178
2705,MIN,111.0,41.0,99.0,59.0,13.0,40.0,0.48,Home,105.2,0.242,0.404,0.507,0.162,96.7,0.303,0.326,0.506,0.466,0.213
2706,DAL,111.0,41.0,82.0,43.0,12.0,39.0,0.573,Away,122.9,0.293,0.476,0.6,0.207,125.1,0.237,0.355,0.673,0.658,0.171
2707,LAC,111.0,41.0,81.0,59.0,9.0,22.0,0.562,Away,114.3,0.272,0.272,0.612,0.247,112.2,0.306,0.412,0.565,0.553,0.176
2708,PHO,111.0,43.0,94.0,67.0,10.0,27.0,0.511,Away,107.0,0.223,0.287,0.538,0.16,109.0,0.439,0.354,0.577,0.5,0.378
2709,BOS,111.0,41.0,79.0,46.0,14.0,33.0,0.608,Away,120.8,0.19,0.418,0.648,0.19,113.2,0.163,0.283,0.527,0.5,0.13
2710,UTA,111.0,37.0,82.0,46.0,9.0,36.0,0.506,Away,114.9,0.463,0.439,0.562,0.341,82.8,0.145,0.41,0.453,0.428,0.108
2711,MIA,111.0,40.0,94.0,44.0,19.0,50.0,0.527,Away,112.7,0.17,0.532,0.549,0.128,126.9,0.154,0.637,0.643,0.621,0.132
2712,PHO,111.0,46.0,92.0,73.0,6.0,19.0,0.533,Away,115.2,0.163,0.207,0.563,0.141,109.0,0.375,0.432,0.512,0.46,0.273
2713,GSW,111.0,40.0,84.0,36.0,20.0,48.0,0.595,Home,117.6,0.143,0.571,0.622,0.131,113.4,0.247,0.517,0.542,0.511,0.18
2714,POR,111.0,41.0,92.0,57.0,15.0,35.0,0.527,Away,114.0,0.217,0.38,0.551,0.152,133.6,0.346,0.457,0.697,0.667,0.272
2715,LAL,111.0,39.0,82.0,55.0,11.0,27.0,0.543,Home,110.7,0.378,0.329,0.58,0.268,113.7,0.367,0.329,0.621,0.563,0.316
2716,SAS,111.0,42.0,83.0,48.0,14.0,35.0,0.59,Home,118.3,0.193,0.422,0.616,0.157,119.4,0.121,0.429,0.584,0.571,0.088
2717,NYK,111.0,36.0,82.0,32.0,17.0,50.0,0.543,Away,129.7,0.341,0.61,0.588,0.268,120.4,0.357,0.471,0.636,0.586,0.3
2718,NYK,111.0,42.0,86.0,52.0,13.0,34.0,0.564,Home,117.3,0.302,0.395,0.57,0.163,123.6,0.333,0.444,0.63,0.586,0.272
2719,PHI,111.0,37.0,75.0,37.0,16.0,38.0,0.6,Home,124.6,0.307,0.507,0.652,0.28,113.4,0.263,0.4,0.566,0.538,0.188
2720,BRK,111.0,45.0,91.0,65.0,9.0,26.0,0.544,Home,125.3,0.165,0.286,0.569,0.132,127.6,0.229,0.41,0.618,0.566,0.229
2721,LAC,111.0,43.0,98.0,62.0,12.0,36.0,0.5,Away,112.8,0.173,0.367,0.526,0.133,122.0,0.372,0.349,0.6,0.564,0.267
2722,UTA,111.0,37.0,93.0,45.0,17.0,48.0,0.489,Home,110.2,0.258,0.516,0.536,0.215,116.1,0.337,0.36,0.592,0.535,0.291
2723,LAL,111.0,36.0,81.0,41.0,16.0,40.0,0.543,Away,107.6,0.383,0.494,0.586,0.284,135.7,0.137,0.324,0.647,0.627,0.118
2724,PHO,111.0,45.0,99.0,62.0,11.0,37.0,0.51,Away,111.3,0.101,0.374,0.537,0.101,90.3,0.148,0.375,0.48,0.455,0.114
2725,NOP,111.0,41.0,88.0,54.0,11.0,34.0,0.528,Away,108.6,0.307,0.386,0.556,0.205,129.2,0.238,0.436,0.592,0.554,0.198
2726,DAL,111.0,39.0,88.0,42.0,17.0,46.0,0.54,Home,119.2,0.227,0.523,0.573,0.182,110.6,0.289,0.373,0.55,0.506,0.229
2727,DET,111.0,42.0,94.0,64.0,15.0,30.0,0.527,Home,115.6,0.191,0.319,0.545,0.128,110.4,0.28,0.4,0.472,0.44,0.18
2728,LAL,111.0,41.0,84.0,49.0,12.0,35.0,0.56,Away,116.0,0.262,0.417,0.592,0.202,138.0,0.161,0.29,0.663,0.64,0.14
2729,HOU,111.0,44.0,94.0,47.0,14.0,47.0,0.543,Away,107.3,0.213,0.5,0.54,0.096,115.0,0.349,0.434,0.621,0.584,0.265
2730,HOU,111.0,42.0,91.0,54.0,13.0,37.0,0.533,Away,107.1,0.209,0.407,0.559,0.154,136.9,0.283,0.38,0.686,0.652,0.239
2731,MIA,111.0,41.0,102.0,54.0,14.0,48.0,0.471,Away,103.3,0.225,0.471,0.495,0.147,99.6,0.316,0.442,0.494,0.453,0.221
2732,BOS,111.0,42.0,77.0,45.0,13.0,32.0,0.63,Home,116.8,0.234,0.416,0.654,0.182,117.9,0.14,0.323,0.567,0.548,0.108
2733,BRK,111.0,43.0,98.0,64.0,11.0,34.0,0.495,Away,118.6,0.235,0.347,0.513,0.143,113.3,0.212,0.506,0.57,0.529,0.188
2734,ORL,111.0,40.0,91.0,52.0,11.0,39.0,0.5,Away,106.3,0.253,0.429,0.549,0.22,115.8,0.261,0.455,0.617,0.568,0.239
2735,BRK,111.0,42.0,93.0,53.0,12.0,40.0,0.516,Away,111.9,0.237,0.43,0.541,0.161,116.0,0.354,0.354,0.607,0.561,0.28
2736,UTA,111.0,41.0,89.0,38.0,17.0,51.0,0.556,Home,120.8,0.191,0.573,0.575,0.135,92.5,0.218,0.551,0.497,0.462,0.167
2737,LAC,111.0,46.0,89.0,59.0,13.0,30.0,0.59,Home,117.7,0.124,0.337,0.591,0.067,116.7,0.284,0.33,0.556,0.528,0.193
2738,NOP,111.0,39.0,89.0,61.0,8.0,28.0,0.483,Away,113.2,0.315,0.315,0.548,0.281,103.0,0.167,0.381,0.56,0.536,0.131
2739,BRK,111.0,40.0,81.0,41.0,16.0,40.0,0.593,Away,117.5,0.259,0.494,0.615,0.185,128.0,0.408,0.408,0.675,0.625,0.342
2740,CHI,111.0,46.0,84.0,58.0,7.0,26.0,0.589,Home,119.3,0.19,0.31,0.61,0.143,112.8,0.354,0.392,0.575,0.557,0.215
2741,LAC,111.0,36.0,81.0,52.0,15.0,29.0,0.537,Away,114.0,0.333,0.358,0.598,0.296,104.8,0.262,0.417,0.544,0.506,0.202
2742,CHI,111.0,41.0,89.0,50.0,15.0,39.0,0.545,Away,109.8,0.213,0.438,0.57,0.157,108.8,0.261,0.489,0.536,0.5,0.196
2743,DET,111.0,42.0,75.0,46.0,11.0,29.0,0.633,Away,113.3,0.253,0.387,0.666,0.213,119.5,0.271,0.412,0.615,0.588,0.2
2744,UTA,111.0,36.0,79.0,48.0,10.0,31.0,0.519,Home,118.5,0.43,0.392,0.591,0.367,107.9,0.184,0.368,0.537,0.511,0.138
2745,CHO,111.0,42.0,86.0,47.0,16.0,39.0,0.581,Away,114.6,0.174,0.453,0.599,0.128,105.3,0.144,0.511,0.533,0.511,0.111
2746,UTA,111.0,42.0,89.0,51.0,10.0,38.0,0.528,Home,117.0,0.225,0.427,0.567,0.191,122.2,0.177,0.469,0.56,0.542,0.125
2747,IND,111.0,44.0,90.0,60.0,11.0,30.0,0.55,Away,119.5,0.167,0.333,0.575,0.133,111.9,0.2,0.378,0.531,0.506,0.144
2748,PHI,111.0,38.0,85.0,44.0,14.0,41.0,0.529,Home,114.7,0.294,0.482,0.578,0.247,102.3,0.231,0.397,0.576,0.545,0.179
2749,CLE,111.0,43.0,81.0,51.0,11.0,30.0,0.599,Away,120.4,0.21,0.37,0.627,0.173,98.7,0.129,0.553,0.506,0.494,0.082
2750,NYK,111.0,40.0,82.0,50.0,13.0,32.0,0.567,Home,115.3,0.293,0.39,0.6,0.22,99.7,0.158,0.305,0.472,0.453,0.105
2751,PHI,111.0,43.0,94.0,59.0,10.0,35.0,0.511,Away,112.4,0.191,0.372,0.545,0.16,92.1,0.351,0.545,0.512,0.474,0.234
2752,SAC,111.0,40.0,92.0,63.0,11.0,29.0,0.495,Away,113.7,0.261,0.315,0.541,0.217,124.0,0.282,0.4,0.633,0.624,0.176
2753,DET,111.0,43.0,92.0,50.0,14.0,42.0,0.543,Away,108.2,0.217,0.457,0.551,0.12,136.5,0.358,0.519,0.747,0.741,0.247
2754,WAS,111.0,40.0,91.0,52.0,10.0,39.0,0.495,Home,104.6,0.286,0.429,0.542,0.231,107.4,0.376,0.306,0.575,0.524,0.294
2755,MIL,111.0,38.0,85.0,46.0,17.0,39.0,0.547,Home,108.9,0.306,0.459,0.575,0.212,114.7,0.281,0.404,0.585,0.562,0.191
2756,ORL,111.0,40.0,95.0,68.0,9.0,27.0,0.468,Away,103.2,0.284,0.284,0.519,0.232,107.8,0.326,0.419,0.59,0.529,0.291
2757,HOU,111.0,37.0,85.0,43.0,16.0,42.0,0.529,Home,113.0,0.282,0.494,0.581,0.247,126.3,0.314,0.372,0.633,0.593,0.256
2758,OKC,111.0,35.0,90.0,57.0,11.0,33.0,0.45,Away,107.2,0.4,0.367,0.524,0.333,113.0,0.284,0.411,0.547,0.511,0.211
2759,BOS,111.0,43.0,92.0,62.0,11.0,30.0,0.527,Home,111.8,0.196,0.326,0.555,0.152,101.7,0.261,0.413,0.492,0.44,0.217
2760,NOP,111.0,42.0,80.0,47.0,12.0,33.0,0.6,Home,123.2,0.225,0.413,0.631,0.188,107.7,0.244,0.436,0.562,0.532,0.179
2761,MIN,111.0,36.0,77.0,43.0,15.0,34.0,0.565,Home,120.9,0.403,0.442,0.612,0.312,114.4,0.268,0.5,0.573,0.512,0.256
2762,GSW,111.0,39.0,90.0,44.0,16.0,46.0,0.522,Away,114.8,0.233,0.511,0.559,0.189,110.6,0.354,0.5,0.565,0.53,0.244
2763,ATL,111.0,42.0,85.0,54.0,11.0,31.0,0.559,Away,113.0,0.188,0.365,0.603,0.188,100.7,0.233,0.389,0.499,0.444,0.211
2764,PHO,111.0,44.0,93.0,62.0,11.0,31.0,0.532,Away,106.9,0.161,0.333,0.557,0.129,103.0,0.229,0.427,0.506,0.484,0.146
2765,LAC,111.0,43.0,78.0,57.0,9.0,21.0,0.609,Home,115.8,0.295,0.269,0.63,0.205,99.1,0.198,0.302,0.455,0.411,0.167
2766,POR,111.0,37.0,81.0,33.0,18.0,48.0,0.568,Home,110.2,0.346,0.593,0.595,0.235,115.2,0.376,0.424,0.585,0.529,0.306
2767,PHO,111.0,43.0,96.0,58.0,14.0,38.0,0.521,Home,115.0,0.115,0.396,0.55,0.115,93.2,0.258,0.28,0.435,0.398,0.172
2768,DEN,111.0,42.0,94.0,55.0,15.0,39.0,0.527,Away,113.4,0.138,0.415,0.557,0.128,125.6,0.25,0.398,0.63,0.608,0.182
2769,BOS,111.0,41.0,86.0,54.0,10.0,32.0,0.535,Away,108.7,0.244,0.372,0.583,0.221,111.7,0.259,0.376,0.602,0.553,0.235
2770,CHI,111.0,41.0,86.0,55.0,10.0,31.0,0.535,Away,111.4,0.314,0.36,0.567,0.221,107.4,0.081,0.225,0.465,0.45,0.063
2771,CLE,111.0,37.0,68.0,37.0,16.0,31.0,0.662,Away,123.3,0.338,0.456,0.71,0.309,94.4,0.153,0.435,0.468,0.447,0.106
2772,IND,111.0,44.0,90.0,57.0,10.0,33.0,0.544,Home,115.2,0.178,0.367,0.572,0.144,118.3,0.14,0.384,0.624,0.605,0.116
2773,MIA,111.0,43.0,91.0,47.0,15.0,44.0,0.555,Home,122.3,0.165,0.484,0.569,0.11,132.2,0.284,0.473,0.721,0.703,0.216
2774,SAS,111.0,49.0,93.0,73.0,5.0,20.0,0.554,Home,110.7,0.172,0.215,0.555,0.086,114.7,0.182,0.307,0.605,0.58,0.148
2775,PHI,111.0,41.0,81.0,53.0,10.0,28.0,0.568,Away,115.8,0.259,0.346,0.615,0.235,123.1,0.288,0.425,0.655,0.594,0.288
2776,IND,111.0,42.0,91.0,53.0,14.0,38.0,0.538,Home,111.8,0.198,0.418,0.561,0.143,94.7,0.216,0.205,0.488,0.432,0.205
2777,BOS,111.0,41.0,88.0,49.0,17.0,39.0,0.563,Home,118.8,0.159,0.443,0.589,0.136,112.4,0.167,0.438,0.51,0.5,0.094
2778,ORL,111.0,43.0,95.0,52.0,16.0,43.0,0.537,Away,109.8,0.147,0.453,0.549,0.095,127.6,0.376,0.353,0.651,0.635,0.247
2779,DAL,111.0,45.0,90.0,54.0,14.0,36.0,0.578,Home,121.6,0.111,0.4,0.588,0.078,110.6,0.202,0.381,0.552,0.53,0.143
2780,MIA,111.0,42.0,85.0,52.0,13.0,33.0,0.571,Away,115.4,0.188,0.388,0.603,0.165,109.1,0.294,0.624,0.547,0.512,0.212
2781,IND,111.0,43.0,96.0,65.0,11.0,31.0,0.505,Away,115.9,0.198,0.323,0.532,0.146,104.4,0.277,0.386,0.537,0.524,0.157
2782,HOU,111.0,38.0,88.0,56.0,11.0,32.0,0.494,Away,106.7,0.318,0.364,0.553,0.273,118.2,0.247,0.333,0.596,0.548,0.226
2783,IND,111.0,42.0,91.0,50.0,16.0,41.0,0.549,Home,117.8,0.154,0.451,0.571,0.121,104.0,0.31,0.276,0.496,0.443,0.241
2784,WAS,111.0,41.0,86.0,47.0,13.0,39.0,0.552,Away,118.8,0.186,0.453,0.597,0.186,126.3,0.349,0.41,0.616,0.536,0.349
2785,POR,111.0,41.0,98.0,57.0,19.0,41.0,0.515,Home,111.6,0.163,0.418,0.528,0.102,92.5,0.184,0.483,0.489,0.477,0.103
2786,ATL,111.0,48.0,88.0,67.0,6.0,21.0,0.58,Away,111.9,0.159,0.239,0.589,0.102,122.9,0.212,0.343,0.564,0.53,0.172
2787,ORL,111.0,43.0,88.0,48.0,15.0,40.0,0.574,Home,112.4,0.148,0.455,0.592,0.114,121.6,0.289,0.361,0.641,0.602,0.241
2788,CHI,111.0,39.0,81.0,54.0,12.0,27.0,0.556,Away,116.3,0.272,0.333,0.612,0.259,113.2,0.241,0.361,0.588,0.554,0.193
2789,CHO,111.0,43.0,94.0,64.0,10.0,30.0,0.511,Away,110.9,0.202,0.319,0.542,0.16,94.9,0.138,0.402,0.515,0.489,0.115
2790,SAS,111.0,48.0,99.0,60.0,10.0,39.0,0.535,Home,108.2,0.061,0.394,0.546,0.051,117.9,0.265,0.422,0.653,0.62,0.217
2791,ORL,110.0,38.0,90.0,43.0,17.0,47.0,0.517,Away,109.8,0.267,0.522,0.547,0.189,122.7,0.241,0.53,0.67,0.651,0.181
2792,GSW,110.0,42.0,105.0,63.0,9.0,42.0,0.443,Away,111.7,0.162,0.4,0.489,0.162,113.8,0.18,0.33,0.519,0.485,0.15
2793,UTA,110.0,40.0,91.0,59.0,8.0,32.0,0.484,Away,109.7,0.33,0.352,0.528,0.242,110.7,0.395,0.372,0.55,0.494,0.302
2794,TOR,110.0,42.0,84.0,58.0,8.0,26.0,0.548,Away,122.5,0.274,0.31,0.584,0.214,130.3,0.342,0.425,0.696,0.644,0.315
2795,CHI,110.0,45.0,88.0,55.0,9.0,33.0,0.563,Home,110.9,0.148,0.375,0.587,0.125,122.0,0.349,0.233,0.61,0.564,0.279
2796,CHO,110.0,39.0,88.0,59.0,12.0,29.0,0.511,Home,113.7,0.273,0.33,0.558,0.227,107.5,0.262,0.583,0.555,0.494,0.25
2797,LAC,110.0,39.0,75.0,42.0,15.0,33.0,0.62,Home,109.6,0.28,0.44,0.653,0.227,130.5,0.094,0.354,0.655,0.641,0.083
2798,DEN,110.0,43.0,84.0,51.0,12.0,33.0,0.583,Away,118.7,0.179,0.393,0.607,0.143,125.1,0.337,0.386,0.608,0.548,0.301
2799,LAL,110.0,43.0,84.0,64.0,5.0,20.0,0.542,Home,118.3,0.369,0.238,0.563,0.226,119.4,0.241,0.43,0.635,0.608,0.19
2800,LAL,110.0,34.0,90.0,46.0,11.0,44.0,0.439,Away,113.1,0.411,0.489,0.518,0.344,117.2,0.213,0.326,0.585,0.573,0.135
2801,DEN,110.0,42.0,76.0,51.0,6.0,25.0,0.592,Away,115.3,0.329,0.329,0.632,0.263,131.0,0.183,0.323,0.622,0.591,0.161
2802,POR,110.0,43.0,88.0,55.0,10.0,33.0,0.545,Away,106.5,0.227,0.375,0.568,0.159,123.0,0.337,0.465,0.643,0.61,0.256
2803,OKC,110.0,37.0,80.0,52.0,9.0,28.0,0.519,Away,109.9,0.4,0.35,0.585,0.338,96.0,0.235,0.42,0.537,0.494,0.198
2804,GSW,110.0,36.0,82.0,37.0,15.0,45.0,0.53,Away,110.7,0.293,0.549,0.594,0.28,131.9,0.194,0.43,0.649,0.634,0.14
2805,POR,110.0,38.0,78.0,45.0,15.0,33.0,0.583,Away,117.2,0.321,0.423,0.618,0.244,110.8,0.233,0.372,0.549,0.523,0.163
2806,SAS,110.0,43.0,93.0,59.0,11.0,34.0,0.522,Away,108.0,0.226,0.366,0.538,0.14,139.4,0.341,0.282,0.726,0.688,0.294
2807,SAS,110.0,38.0,86.0,49.0,15.0,37.0,0.529,Home,116.2,0.233,0.43,0.58,0.221,128.8,0.253,0.264,0.631,0.609,0.184
2808,MIN,110.0,42.0,89.0,55.0,14.0,34.0,0.551,Away,113.0,0.18,0.382,0.573,0.135,104.8,0.276,0.356,0.523,0.471,0.23
2809,SAS,110.0,45.0,98.0,66.0,10.0,32.0,0.51,Home,108.1,0.133,0.327,0.53,0.102,97.3,0.122,0.256,0.522,0.5,0.1
2810,POR,110.0,36.0,81.0,43.0,11.0,38.0,0.512,Home,119.3,0.358,0.469,0.587,0.333,131.2,0.258,0.281,0.61,0.567,0.225
2811,BOS,110.0,43.0,86.0,50.0,16.0,36.0,0.593,Away,117.9,0.14,0.419,0.603,0.093,114.7,0.449,0.346,0.573,0.506,0.359
2812,NOP,110.0,39.0,84.0,54.0,13.0,30.0,0.542,Away,109.3,0.298,0.357,0.579,0.226,114.3,0.272,0.337,0.558,0.516,0.217
2813,PHI,110.0,34.0,84.0,48.0,13.0,36.0,0.482,Home,111.6,0.429,0.429,0.551,0.345,106.6,0.414,0.368,0.511,0.431,0.345
2814,SAS,110.0,41.0,107.0,69.0,13.0,38.0,0.444,Away,102.7,0.187,0.355,0.475,0.14,112.1,0.302,0.365,0.552,0.521,0.208
2815,DAL,110.0,41.0,78.0,43.0,17.0,35.0,0.635,Away,115.9,0.218,0.449,0.643,0.141,109.6,0.244,0.384,0.546,0.512,0.186
2816,NOP,110.0,41.0,93.0,59.0,13.0,34.0,0.511,Away,106.4,0.226,0.366,0.538,0.161,130.5,0.208,0.448,0.644,0.641,0.125
2817,SAC,110.0,37.0,82.0,49.0,9.0,33.0,0.506,Away,114.8,0.439,0.402,0.562,0.329,122.1,0.263,0.463,0.656,0.631,0.2
2818,MIA,110.0,39.0,85.0,52.0,10.0,33.0,0.518,Home,109.9,0.306,0.388,0.57,0.259,104.9,0.464,0.493,0.632,0.565,0.391
2819,CHI,110.0,43.0,88.0,64.0,5.0,24.0,0.517,Away,110.1,0.284,0.273,0.556,0.216,116.1,0.283,0.374,0.521,0.475,0.222
2820,MEM,110.0,40.0,92.0,60.0,11.0,32.0,0.495,Away,103.6,0.293,0.348,0.529,0.207,105.4,0.284,0.398,0.566,0.517,0.239
2821,NOP,110.0,41.0,91.0,56.0,10.0,35.0,0.505,Away,112.8,0.264,0.385,0.542,0.198,126.1,0.453,0.4,0.684,0.62,0.4
2822,LAC,110.0,41.0,82.0,48.0,12.0,34.0,0.573,Home,116.3,0.244,0.415,0.606,0.195,126.9,0.466,0.425,0.682,0.623,0.397
2823,MIN,110.0,45.0,80.0,52.0,9.0,28.0,0.619,Home,116.7,0.188,0.35,0.635,0.138,108.2,0.303,0.368,0.592,0.539,0.263
2824,DET,110.0,43.0,90.0,60.0,7.0,30.0,0.517,Home,104.6,0.267,0.333,0.547,0.189,110.3,0.349,0.36,0.585,0.552,0.244
2825,CHI,110.0,38.0,85.0,47.0,12.0,38.0,0.518,Home,111.8,0.282,0.447,0.576,0.259,126.0,0.239,0.359,0.61,0.571,0.207
2826,WAS,110.0,38.0,79.0,55.0,7.0,24.0,0.525,Away,108.9,0.456,0.304,0.58,0.342,125.8,0.143,0.378,0.61,0.597,0.102
2827,MIA,110.0,39.0,85.0,49.0,12.0,36.0,0.529,Away,119.3,0.282,0.424,0.576,0.235,108.5,0.507,0.433,0.61,0.522,0.448
2828,LAC,110.0,43.0,89.0,50.0,15.0,39.0,0.567,Away,112.1,0.157,0.438,0.578,0.101,118.2,0.242,0.429,0.576,0.544,0.187
2829,GSW,110.0,41.0,95.0,58.0,8.0,37.0,0.474,Home,104.3,0.253,0.389,0.521,0.211,99.6,0.272,0.413,0.51,0.467,0.207
2830,ORL,110.0,42.0,84.0,56.0,10.0,28.0,0.56,Home,112.0,0.298,0.333,0.579,0.19,131.4,0.189,0.478,0.662,0.639,0.156
2831,MIN,110.0,43.0,79.0,45.0,15.0,34.0,0.639,Away,112.0,0.177,0.43,0.646,0.114,115.1,0.078,0.48,0.535,0.525,0.059
2832,CHI,110.0,43.0,86.0,62.0,7.0,24.0,0.541,Away,110.1,0.256,0.279,0.575,0.198,108.1,0.176,0.407,0.551,0.505,0.176
2833,HOU,110.0,41.0,88.0,45.0,17.0,43.0,0.563,Home,107.9,0.193,0.489,0.576,0.125,113.8,0.363,0.407,0.55,0.511,0.253
2834,PHO,110.0,41.0,89.0,57.0,13.0,32.0,0.534,Home,117.4,0.213,0.36,0.565,0.169,120.6,0.463,0.338,0.587,0.544,0.325
2835,TOR,110.0,40.0,95.0,62.0,13.0,33.0,0.489,Home,116.7,0.232,0.347,0.525,0.179,133.7,0.321,0.481,0.682,0.642,0.272
2836,POR,110.0,39.0,89.0,52.0,13.0,37.0,0.511,Away,110.2,0.281,0.416,0.55,0.213,130.2,0.321,0.531,0.703,0.667,0.272
2837,OKC,110.0,41.0,88.0,51.0,11.0,37.0,0.528,Home,105.1,0.239,0.42,0.566,0.193,107.0,0.287,0.287,0.571,0.563,0.161
2838,MIA,110.0,37.0,86.0,30.0,24.0,56.0,0.57,Away,112.8,0.174,0.651,0.594,0.14,110.8,0.28,0.293,0.586,0.555,0.207
2839,CLE,110.0,40.0,85.0,53.0,12.0,32.0,0.541,Home,117.8,0.306,0.376,0.57,0.212,109.3,0.241,0.349,0.556,0.518,0.193
2840,UTA,110.0,39.0,85.0,44.0,15.0,41.0,0.547,Away,116.5,0.247,0.482,0.584,0.2,121.8,0.186,0.302,0.618,0.593,0.151
2841,LAC,110.0,37.0,80.0,44.0,17.0,36.0,0.569,Away,114.1,0.263,0.45,0.616,0.238,119.3,0.156,0.356,0.598,0.578,0.122
2842,TOR,110.0,39.0,85.0,57.0,10.0,28.0,0.518,Home,113.7,0.353,0.329,0.56,0.259,119.9,0.233,0.4,0.584,0.561,0.167
2843,SAC,110.0,40.0,86.0,43.0,13.0,43.0,0.541,Home,106.3,0.221,0.5,0.583,0.198,97.6,0.221,0.291,0.535,0.494,0.186
2844,DET,110.0,42.0,83.0,44.0,13.0,39.0,0.584,Home,110.7,0.241,0.47,0.599,0.157,140.8,0.219,0.365,0.665,0.646,0.167
2845,MIA,110.0,42.0,89.0,63.0,7.0,26.0,0.511,Home,113.1,0.258,0.292,0.555,0.213,110.0,0.215,0.419,0.526,0.489,0.172
2846,CHO,110.0,40.0,89.0,64.0,8.0,25.0,0.494,Home,105.1,0.36,0.281,0.534,0.247,103.2,0.188,0.427,0.52,0.474,0.177
2847,SAS,110.0,41.0,85.0,51.0,10.0,34.0,0.541,Home,103.7,0.329,0.4,0.565,0.212,121.6,0.366,0.402,0.678,0.659,0.256
2848,DET,110.0,45.0,88.0,60.0,8.0,28.0,0.557,Away,114.1,0.159,0.318,0.584,0.136,112.0,0.302,0.221,0.554,0.529,0.198
2849,OKC,110.0,45.0,96.0,62.0,11.0,34.0,0.526,Away,108.7,0.115,0.354,0.545,0.094,119.6,0.43,0.419,0.547,0.495,0.312
2850,PHI,110.0,40.0,78.0,50.0,13.0,28.0,0.596,Home,109.5,0.333,0.359,0.615,0.218,101.5,0.233,0.4,0.514,0.522,0.089
