,Team,PTS,FG,FGA,2PA,3P,3PA,eFG%,Home/Away,ORtg,FTr,3PAr,TS%,FT/FGA,ORtg_opponent,FTr_opponent,3PAr_opponent,TS%_opponent,eFG%_opponent,FT/FGA_opponent
1619,WAS,118.0,39.0,83.0,49.0,14.0,34.0,0.554,Away,121.1,0.325,0.41,0.622,0.313,130.4,0.237,0.323,0.618,0.575,0.215
1620,MEM,118.0,46.0,104.0,78.0,9.0,26.0,0.486,Home,112.7,0.279,0.25,0.505,0.163,108.9,0.411,0.278,0.536,0.478,0.311
1621,ORL,118.0,40.0,86.0,46.0,16.0,40.0,0.558,Home,121.3,0.291,0.465,0.608,0.256,113.1,0.144,0.5,0.575,0.539,0.144
1622,MIL,118.0,43.0,88.0,57.0,10.0,31.0,0.545,Away,114.3,0.375,0.352,0.575,0.25,108.5,0.117,0.277,0.567,0.553,0.085
1623,MEM,118.0,48.0,89.0,63.0,11.0,26.0,0.601,Home,118.1,0.213,0.292,0.606,0.124,105.1,0.192,0.323,0.489,0.46,0.141
1624,UTA,118.0,44.0,94.0,54.0,17.0,40.0,0.559,Away,130.0,0.213,0.426,0.574,0.138,125.6,0.186,0.326,0.613,0.587,0.151
1625,NOP,118.0,46.0,92.0,64.0,12.0,28.0,0.565,Home,125.2,0.228,0.304,0.583,0.152,132.6,0.305,0.488,0.672,0.652,0.22
1626,SAC,118.0,43.0,84.0,54.0,12.0,30.0,0.583,Away,120.6,0.262,0.357,0.63,0.238,127.7,0.213,0.309,0.608,0.564,0.202
1627,CHO,118.0,39.0,97.0,52.0,14.0,45.0,0.474,Home,108.7,0.34,0.464,0.529,0.268,115.2,0.344,0.344,0.566,0.547,0.208
1628,MIN,118.0,42.0,91.0,55.0,17.0,36.0,0.555,Home,121.9,0.231,0.396,0.589,0.187,108.5,0.2,0.337,0.508,0.484,0.137
1629,IND,118.0,44.0,98.0,66.0,14.0,32.0,0.52,Home,110.3,0.235,0.327,0.546,0.163,111.3,0.274,0.368,0.559,0.5,0.253
1630,BRK,118.0,43.0,88.0,59.0,12.0,29.0,0.557,Home,116.5,0.295,0.33,0.593,0.227,122.4,0.303,0.404,0.615,0.556,0.281
1631,MEM,118.0,46.0,90.0,67.0,7.0,23.0,0.55,Away,119.6,0.289,0.256,0.582,0.211,111.5,0.202,0.394,0.537,0.505,0.16
1632,DEN,118.0,43.0,91.0,59.0,13.0,32.0,0.544,Home,117.3,0.253,0.352,0.583,0.209,121.3,0.488,0.305,0.612,0.591,0.305
1633,WAS,118.0,41.0,86.0,57.0,10.0,29.0,0.535,Home,120.6,0.372,0.337,0.59,0.302,121.6,0.225,0.281,0.608,0.573,0.191
1634,SAS,118.0,47.0,96.0,56.0,15.0,40.0,0.568,Home,119.1,0.146,0.417,0.578,0.094,96.9,0.153,0.316,0.459,0.429,0.122
1635,HOU,118.0,41.0,76.0,36.0,16.0,40.0,0.645,Away,113.3,0.316,0.526,0.682,0.263,107.5,0.264,0.418,0.551,0.516,0.198
1636,ATL,118.0,38.0,79.0,41.0,16.0,38.0,0.582,Away,124.8,0.38,0.481,0.64,0.329,131.1,0.39,0.39,0.687,0.623,0.364
1637,MIL,118.0,44.0,86.0,45.0,18.0,41.0,0.616,Home,112.2,0.209,0.477,0.628,0.14,94.1,0.253,0.505,0.469,0.432,0.179
1638,OKC,118.0,47.0,98.0,59.0,11.0,39.0,0.536,Away,121.4,0.153,0.398,0.564,0.133,125.5,0.264,0.379,0.628,0.603,0.195
1639,ATL,118.0,43.0,96.0,60.0,13.0,36.0,0.516,Away,109.6,0.281,0.375,0.547,0.198,124.5,0.188,0.406,0.613,0.579,0.168
1640,MEM,118.0,48.0,98.0,66.0,10.0,32.0,0.541,Home,115.0,0.194,0.327,0.555,0.122,85.8,0.131,0.444,0.42,0.394,0.101
1641,MEM,118.0,48.0,102.0,67.0,10.0,35.0,0.52,Away,123.7,0.206,0.343,0.53,0.118,109.0,0.317,0.378,0.557,0.506,0.256
1642,MEM,118.0,49.0,102.0,76.0,10.0,26.0,0.529,Home,118.5,0.157,0.255,0.541,0.098,105.4,0.267,0.389,0.522,0.5,0.167
1643,CLE,118.0,48.0,84.0,59.0,8.0,25.0,0.619,Home,126.7,0.286,0.298,0.624,0.167,129.9,0.216,0.392,0.569,0.526,0.196
1644,ORL,118.0,42.0,87.0,51.0,13.0,36.0,0.557,Home,116.5,0.31,0.414,0.597,0.241,134.3,0.396,0.363,0.636,0.566,0.363
1645,ATL,118.0,40.0,89.0,55.0,15.0,34.0,0.534,Home,121.8,0.292,0.382,0.587,0.258,134.1,0.149,0.394,0.649,0.638,0.106
1646,IND,118.0,46.0,88.0,50.0,13.0,38.0,0.597,Home,129.6,0.216,0.432,0.612,0.148,116.4,0.325,0.463,0.58,0.531,0.263
1647,HOU,118.0,44.0,78.0,45.0,12.0,33.0,0.641,Away,125.2,0.308,0.423,0.666,0.231,141.1,0.273,0.398,0.675,0.625,0.261
1648,PHO,118.0,42.0,79.0,50.0,9.0,29.0,0.589,Home,119.4,0.329,0.367,0.652,0.316,99.1,0.232,0.256,0.542,0.524,0.146
1649,MIA,118.0,46.0,93.0,50.0,19.0,43.0,0.597,Home,127.2,0.097,0.462,0.608,0.075,99.2,0.241,0.482,0.501,0.476,0.157
1650,UTA,118.0,43.0,91.0,51.0,15.0,40.0,0.555,Away,125.3,0.264,0.44,0.581,0.187,102.0,0.17,0.375,0.507,0.466,0.159
1651,HOU,118.0,39.0,79.0,39.0,17.0,40.0,0.601,Home,132.1,0.367,0.506,0.643,0.291,120.9,0.266,0.404,0.514,0.479,0.191
1652,GSW,118.0,45.0,92.0,53.0,19.0,39.0,0.592,Home,118.5,0.13,0.424,0.606,0.098,96.4,0.432,0.272,0.498,0.432,0.321
1653,HOU,118.0,44.0,92.0,45.0,17.0,47.0,0.571,Home,118.3,0.163,0.511,0.598,0.141,116.3,0.244,0.43,0.609,0.564,0.221
1654,MIL,118.0,46.0,90.0,55.0,8.0,35.0,0.556,Away,120.2,0.244,0.389,0.592,0.2,101.9,0.174,0.489,0.505,0.478,0.13
1655,GSW,118.0,47.0,87.0,50.0,12.0,37.0,0.609,Home,121.9,0.184,0.425,0.627,0.138,106.4,0.267,0.442,0.536,0.494,0.209
1656,PHO,118.0,44.0,79.0,51.0,13.0,28.0,0.639,Away,122.6,0.266,0.354,0.669,0.215,100.8,0.239,0.424,0.477,0.435,0.185
1657,HOU,118.0,42.0,84.0,48.0,17.0,36.0,0.601,Home,112.3,0.262,0.429,0.63,0.202,107.6,0.125,0.365,0.558,0.536,0.104
1658,UTA,118.0,41.0,87.0,44.0,17.0,43.0,0.569,Home,120.9,0.287,0.494,0.602,0.218,121.9,0.284,0.368,0.557,0.511,0.232
1659,POR,118.0,40.0,80.0,46.0,15.0,34.0,0.594,Home,123.1,0.288,0.425,0.655,0.288,115.8,0.259,0.346,0.615,0.568,0.235
1660,IND,118.0,41.0,88.0,52.0,11.0,36.0,0.528,Away,115.2,0.364,0.409,0.578,0.284,118.1,0.346,0.383,0.648,0.617,0.259
1661,POR,118.0,46.0,82.0,46.0,16.0,36.0,0.659,Home,127.7,0.171,0.439,0.669,0.122,122.3,0.202,0.371,0.583,0.545,0.18
1662,IND,118.0,47.0,82.0,54.0,14.0,28.0,0.659,Home,124.4,0.183,0.341,0.666,0.122,119.2,0.326,0.258,0.555,0.494,0.281
1663,CHO,118.0,41.0,90.0,54.0,15.0,36.0,0.539,Away,110.7,0.267,0.4,0.587,0.233,101.3,0.14,0.355,0.475,0.463,0.084
1664,MIL,118.0,44.0,95.0,56.0,15.0,39.0,0.542,Away,120.6,0.221,0.411,0.566,0.158,111.4,0.117,0.417,0.503,0.476,0.107
1665,MIN,118.0,41.0,97.0,52.0,17.0,45.0,0.51,Away,117.7,0.237,0.464,0.551,0.196,124.6,0.283,0.304,0.604,0.56,0.239
1666,CHI,118.0,46.0,98.0,67.0,9.0,31.0,0.515,Home,118.5,0.204,0.316,0.552,0.173,95.4,0.221,0.384,0.503,0.459,0.186
1667,MIA,118.0,47.0,78.0,57.0,11.0,21.0,0.673,Home,131.4,0.218,0.269,0.69,0.167,128.1,0.229,0.542,0.629,0.608,0.169
1668,SAS,118.0,47.0,89.0,61.0,14.0,28.0,0.607,Away,118.2,0.157,0.315,0.62,0.112,131.2,0.132,0.418,0.68,0.67,0.099
1669,ATL,118.0,38.0,83.0,49.0,13.0,34.0,0.536,Home,126.3,0.349,0.41,0.616,0.349,118.8,0.186,0.453,0.597,0.552,0.186
1670,TOR,118.0,46.0,100.0,70.0,14.0,30.0,0.53,Home,121.6,0.19,0.3,0.544,0.12,103.0,0.215,0.367,0.578,0.544,0.177
1671,MEM,118.0,45.0,100.0,65.0,13.0,35.0,0.515,Away,117.4,0.18,0.35,0.547,0.15,120.4,0.262,0.357,0.646,0.631,0.179
1672,DAL,117.0,46.0,108.0,55.0,17.0,53.0,0.505,Home,105.6,0.148,0.491,0.509,0.074,124.5,0.288,0.365,0.589,0.563,0.202
1673,UTA,117.0,51.0,101.0,66.0,10.0,35.0,0.554,Away,111.2,0.059,0.347,0.564,0.05,121.6,0.216,0.464,0.602,0.577,0.165
1674,CLE,117.0,42.0,84.0,53.0,15.0,31.0,0.589,Away,125.2,0.238,0.369,0.63,0.214,120.9,0.191,0.258,0.586,0.562,0.146
1675,MIL,117.0,46.0,80.0,52.0,10.0,28.0,0.638,Home,129.6,0.263,0.35,0.656,0.188,115.2,0.149,0.414,0.561,0.529,0.138
1676,PHI,117.0,41.0,73.0,42.0,12.0,31.0,0.644,Home,130.3,0.342,0.425,0.696,0.315,122.5,0.274,0.31,0.584,0.548,0.214
1677,OKC,117.0,42.0,88.0,58.0,4.0,30.0,0.5,Away,115.1,0.386,0.341,0.568,0.33,119.0,0.286,0.418,0.548,0.52,0.194
1678,SAS,117.0,45.0,95.0,60.0,10.0,35.0,0.526,Home,110.0,0.221,0.368,0.561,0.179,120.4,0.222,0.344,0.648,0.611,0.2
1679,PHO,117.0,43.0,101.0,65.0,11.0,36.0,0.48,Away,121.4,0.218,0.356,0.529,0.198,106.9,0.314,0.419,0.526,0.494,0.209
1680,DET,117.0,41.0,92.0,68.0,7.0,24.0,0.484,Home,118.5,0.391,0.261,0.542,0.304,127.6,0.274,0.474,0.592,0.547,0.232
1681,CHO,117.0,43.0,89.0,61.0,11.0,28.0,0.545,Away,118.6,0.303,0.315,0.58,0.225,110.5,0.286,0.429,0.576,0.542,0.214
1682,LAC,117.0,43.0,94.0,66.0,12.0,28.0,0.521,Away,127.7,0.245,0.298,0.562,0.202,111.3,0.293,0.354,0.551,0.488,0.268
1683,NOP,117.0,42.0,85.0,54.0,13.0,31.0,0.571,Away,126.3,0.282,0.365,0.612,0.235,115.5,0.5,0.434,0.577,0.467,0.474
1684,BOS,117.0,42.0,88.0,37.0,22.0,51.0,0.602,Away,124.2,0.182,0.58,0.616,0.125,125.3,0.227,0.423,0.553,0.521,0.175
1685,CLE,117.0,48.0,87.0,68.0,4.0,19.0,0.575,Home,123.3,0.253,0.218,0.605,0.195,99.1,0.263,0.303,0.554,0.513,0.211
1686,SAC,117.0,38.0,78.0,36.0,18.0,42.0,0.603,Away,112.1,0.372,0.538,0.645,0.295,109.2,0.258,0.433,0.528,0.474,0.227
1687,WAS,117.0,44.0,85.0,53.0,7.0,32.0,0.559,Home,124.9,0.259,0.376,0.618,0.259,103.6,0.121,0.343,0.465,0.434,0.111
1688,DET,117.0,48.0,100.0,64.0,14.0,36.0,0.55,Home,122.9,0.1,0.36,0.56,0.07,101.9,0.279,0.395,0.502,0.477,0.174
1689,NYK,117.0,42.0,101.0,51.0,13.0,50.0,0.48,Away,114.5,0.307,0.495,0.51,0.198,119.4,0.381,0.381,0.622,0.583,0.286
1690,CHI,117.0,46.0,89.0,65.0,8.0,24.0,0.562,Away,124.6,0.202,0.27,0.604,0.191,102.2,0.17,0.455,0.507,0.506,0.08
1691,PHI,117.0,40.0,81.0,56.0,15.0,25.0,0.586,Away,120.4,0.284,0.309,0.642,0.272,96.7,0.244,0.419,0.493,0.459,0.174
1692,DET,117.0,43.0,84.0,54.0,13.0,30.0,0.589,Home,128.0,0.262,0.357,0.624,0.214,130.2,0.21,0.309,0.672,0.654,0.16
1693,MIL,117.0,39.0,83.0,34.0,22.0,49.0,0.602,Away,120.0,0.265,0.59,0.631,0.205,113.8,0.111,0.287,0.49,0.463,0.102
1694,MIA,117.0,42.0,83.0,48.0,13.0,35.0,0.584,Home,120.8,0.277,0.422,0.628,0.241,112.5,0.38,0.38,0.591,0.525,0.329
1695,ORL,117.0,46.0,86.0,60.0,10.0,26.0,0.593,Away,118.7,0.221,0.302,0.62,0.174,107.6,0.321,0.308,0.596,0.545,0.269
1696,ORL,117.0,43.0,94.0,61.0,9.0,33.0,0.505,Away,113.2,0.309,0.351,0.548,0.234,134.5,0.202,0.596,0.679,0.66,0.16
1697,OKC,117.0,44.0,91.0,51.0,11.0,40.0,0.544,Home,120.0,0.264,0.44,0.576,0.198,126.2,0.488,0.438,0.633,0.575,0.388
1698,CHI,117.0,41.0,85.0,58.0,12.0,27.0,0.553,Away,117.7,0.365,0.318,0.593,0.271,115.7,0.359,0.449,0.637,0.59,0.295
1699,BOS,117.0,39.0,78.0,46.0,16.0,32.0,0.603,Home,124.3,0.359,0.41,0.648,0.295,120.0,0.228,0.348,0.558,0.543,0.141
1700,OKC,117.0,43.0,98.0,63.0,11.0,35.0,0.495,Home,112.0,0.245,0.357,0.539,0.204,117.7,0.366,0.512,0.646,0.616,0.268
1701,CHO,117.0,43.0,83.0,57.0,13.0,26.0,0.596,Home,116.8,0.265,0.313,0.631,0.217,105.8,0.293,0.283,0.51,0.473,0.207
1702,MEM,117.0,43.0,107.0,67.0,14.0,40.0,0.467,Home,113.5,0.234,0.374,0.496,0.159,107.6,0.209,0.396,0.559,0.527,0.165
1703,IND,117.0,39.0,82.0,39.0,18.0,43.0,0.585,Home,117.5,0.268,0.524,0.638,0.256,113.5,0.25,0.417,0.606,0.577,0.19
1704,IND,117.0,46.0,91.0,57.0,11.0,34.0,0.566,Home,117.0,0.22,0.374,0.586,0.154,123.1,0.294,0.388,0.641,0.594,0.259
1705,CLE,117.0,44.0,78.0,50.0,9.0,28.0,0.622,Home,125.9,0.321,0.359,0.657,0.256,117.3,0.235,0.247,0.581,0.553,0.176
1706,PHO,117.0,43.0,93.0,60.0,10.0,33.0,0.516,Away,120.7,0.258,0.355,0.565,0.226,107.3,0.329,0.459,0.534,0.488,0.247
1707,TOR,117.0,41.0,90.0,51.0,15.0,39.0,0.539,Away,120.4,0.3,0.433,0.574,0.222,114.2,0.413,0.263,0.587,0.544,0.3
1708,GSW,117.0,43.0,85.0,47.0,19.0,38.0,0.618,Away,116.7,0.224,0.447,0.627,0.141,133.6,0.233,0.389,0.675,0.656,0.178
1709,MIA,117.0,45.0,93.0,62.0,10.0,31.0,0.538,Away,117.1,0.247,0.333,0.567,0.183,122.2,0.265,0.482,0.658,0.633,0.205
1710,HOU,117.0,44.0,92.0,65.0,8.0,27.0,0.522,Away,115.6,0.293,0.293,0.563,0.228,112.6,0.373,0.458,0.59,0.542,0.289
1711,MIN,117.0,42.0,80.0,43.0,17.0,37.0,0.631,Home,122.1,0.263,0.463,0.656,0.2,114.8,0.439,0.402,0.562,0.506,0.329
1712,TOR,117.0,46.0,101.0,68.0,12.0,33.0,0.515,Away,113.7,0.208,0.327,0.531,0.129,125.4,0.167,0.478,0.668,0.656,0.122
1713,BOS,117.0,41.0,100.0,54.0,16.0,46.0,0.49,Home,113.1,0.23,0.46,0.531,0.19,116.0,0.24,0.396,0.565,0.526,0.198
1714,BRK,117.0,43.0,80.0,39.0,18.0,41.0,0.65,Away,127.4,0.25,0.513,0.659,0.163,115.4,0.261,0.443,0.54,0.511,0.182
1715,PHO,117.0,39.0,85.0,57.0,11.0,28.0,0.524,Home,113.7,0.482,0.329,0.568,0.329,108.8,0.305,0.317,0.602,0.591,0.183
1716,HOU,117.0,46.0,91.0,59.0,10.0,32.0,0.56,Home,113.9,0.22,0.352,0.586,0.165,118.7,0.26,0.375,0.57,0.547,0.177
1717,NYK,117.0,40.0,88.0,58.0,12.0,30.0,0.523,Away,132.6,0.352,0.341,0.576,0.284,117.9,0.181,0.53,0.58,0.554,0.145
1718,UTA,117.0,43.0,90.0,50.0,12.0,40.0,0.544,Home,121.0,0.256,0.444,0.584,0.211,122.1,0.292,0.438,0.587,0.545,0.236
1719,TOR,117.0,40.0,91.0,60.0,12.0,31.0,0.505,Home,118.3,0.319,0.341,0.564,0.275,106.2,0.487,0.395,0.569,0.507,0.368
1720,NOP,117.0,45.0,94.0,65.0,5.0,29.0,0.505,Away,114.1,0.372,0.309,0.535,0.234,123.8,0.514,0.392,0.7,0.655,0.405
1721,SAC,117.0,41.0,88.0,63.0,10.0,25.0,0.523,Home,117.9,0.307,0.284,0.586,0.284,121.0,0.262,0.357,0.64,0.595,0.238
1722,NYK,117.0,45.0,94.0,63.0,10.0,31.0,0.532,Home,118.6,0.277,0.33,0.555,0.181,115.5,0.317,0.341,0.61,0.567,0.256
1723,BOS,117.0,40.0,88.0,48.0,12.0,40.0,0.523,Away,109.2,0.352,0.455,0.576,0.284,140.0,0.224,0.408,0.697,0.694,0.143
1724,SAC,117.0,46.0,86.0,54.0,9.0,32.0,0.587,Away,114.8,0.209,0.372,0.623,0.186,112.8,0.33,0.5,0.571,0.506,0.295
1725,CLE,117.0,39.0,82.0,46.0,13.0,36.0,0.555,Home,123.3,0.366,0.439,0.614,0.317,131.7,0.207,0.366,0.698,0.683,0.159
1726,NYK,117.0,43.0,86.0,51.0,16.0,35.0,0.593,Home,126.4,0.302,0.407,0.6,0.174,127.4,0.194,0.333,0.585,0.559,0.151
1727,SAS,117.0,43.0,90.0,62.0,9.0,28.0,0.528,Away,115.2,0.3,0.311,0.574,0.244,124.1,0.297,0.374,0.612,0.555,0.275
1728,IND,117.0,46.0,98.0,59.0,18.0,39.0,0.561,Away,116.2,0.092,0.398,0.574,0.071,111.3,0.248,0.406,0.5,0.45,0.208
1729,WAS,117.0,44.0,95.0,56.0,10.0,39.0,0.516,Away,113.5,0.253,0.411,0.554,0.2,115.5,0.239,0.293,0.585,0.56,0.174
1730,ORL,117.0,42.0,91.0,58.0,9.0,33.0,0.511,Away,116.1,0.308,0.363,0.566,0.264,108.1,0.405,0.548,0.551,0.482,0.333
1731,DET,117.0,43.0,93.0,48.0,17.0,45.0,0.554,Home,117.5,0.183,0.484,0.582,0.151,124.5,0.321,0.31,0.647,0.613,0.25
1732,PHO,117.0,43.0,86.0,42.0,22.0,44.0,0.628,Away,118.1,0.151,0.512,0.638,0.105,129.2,0.389,0.3,0.607,0.556,0.311
1733,CHO,117.0,47.0,98.0,64.0,12.0,34.0,0.541,Home,118.0,0.173,0.347,0.555,0.112,120.0,0.226,0.387,0.582,0.565,0.151
1734,ATL,117.0,49.0,88.0,60.0,10.0,28.0,0.614,Home,125.0,0.159,0.318,0.621,0.102,116.4,0.153,0.376,0.601,0.6,0.082
1735,NOP,117.0,40.0,92.0,50.0,12.0,42.0,0.5,Away,114.5,0.283,0.457,0.566,0.272,96.9,0.163,0.398,0.471,0.444,0.122
1736,CHO,117.0,40.0,95.0,66.0,12.0,29.0,0.484,Home,126.3,0.326,0.305,0.538,0.263,125.3,0.407,0.384,0.572,0.523,0.302
1737,MEM,117.0,42.0,97.0,67.0,11.0,30.0,0.49,Home,118.4,0.289,0.309,0.535,0.227,110.3,0.187,0.363,0.553,0.516,0.165
1738,SAC,117.0,46.0,88.0,63.0,9.0,25.0,0.574,Home,114.0,0.205,0.284,0.61,0.182,118.9,0.149,0.34,0.609,0.585,0.128
1739,BRK,117.0,47.0,88.0,47.0,15.0,41.0,0.619,Away,112.1,0.114,0.466,0.633,0.091,122.6,0.442,0.395,0.623,0.57,0.349
1740,MIL,117.0,42.0,83.0,51.0,15.0,32.0,0.596,Home,122.6,0.301,0.386,0.622,0.217,106.9,0.299,0.379,0.518,0.46,0.253
1741,BOS,117.0,41.0,85.0,39.0,20.0,46.0,0.6,Away,122.2,0.2,0.541,0.633,0.176,113.8,0.149,0.402,0.588,0.569,0.115
1742,POR,117.0,41.0,79.0,47.0,15.0,32.0,0.614,Home,121.1,0.329,0.405,0.647,0.253,113.8,0.2,0.341,0.595,0.571,0.153
1743,BOS,117.0,39.0,91.0,43.0,18.0,48.0,0.527,Away,120.2,0.264,0.527,0.576,0.231,111.0,0.236,0.427,0.55,0.506,0.202
1744,DAL,117.0,41.0,81.0,38.0,14.0,43.0,0.593,Home,124.4,0.321,0.531,0.633,0.259,119.0,0.438,0.388,0.587,0.531,0.338
1745,MIA,117.0,39.0,90.0,54.0,10.0,36.0,0.489,Home,110.6,0.4,0.4,0.553,0.322,105.9,0.227,0.443,0.579,0.568,0.136
1746,MIN,117.0,41.0,78.0,51.0,9.0,27.0,0.583,Home,115.2,0.41,0.346,0.635,0.333,127.0,0.206,0.361,0.61,0.567,0.196
1747,ATL,117.0,46.0,99.0,70.0,11.0,29.0,0.52,Home,113.1,0.172,0.293,0.549,0.141,94.7,0.184,0.46,0.521,0.489,0.149
1748,CLE,117.0,43.0,83.0,50.0,16.0,33.0,0.614,Away,121.8,0.253,0.398,0.634,0.181,123.9,0.354,0.481,0.652,0.614,0.278
1749,HOU,117.0,40.0,84.0,46.0,16.0,38.0,0.571,Away,113.6,0.369,0.452,0.599,0.25,125.3,0.25,0.413,0.726,0.706,0.2
1750,NOP,117.0,47.0,102.0,77.0,8.0,25.0,0.5,Away,104.6,0.206,0.245,0.526,0.147,107.2,0.235,0.367,0.555,0.51,0.204
1751,OKC,117.0,44.0,89.0,64.0,5.0,25.0,0.522,Away,107.9,0.348,0.281,0.57,0.27,102.3,0.358,0.421,0.505,0.442,0.284
1752,DEN,117.0,39.0,85.0,48.0,17.0,37.0,0.559,Home,122.4,0.4,0.435,0.585,0.259,105.7,0.209,0.429,0.508,0.473,0.165
1753,WAS,117.0,41.0,86.0,56.0,12.0,30.0,0.547,Home,116.1,0.326,0.349,0.595,0.267,126.1,0.407,0.358,0.665,0.599,0.37
1754,CLE,117.0,41.0,96.0,63.0,13.0,33.0,0.495,Home,114.3,0.26,0.344,0.547,0.229,104.5,0.172,0.322,0.572,0.563,0.103
1755,OKC,117.0,42.0,94.0,56.0,15.0,38.0,0.527,Away,111.6,0.245,0.404,0.562,0.191,116.3,0.365,0.447,0.618,0.612,0.212
1756,ATL,117.0,45.0,90.0,65.0,7.0,25.0,0.539,Home,114.3,0.267,0.278,0.582,0.222,104.5,0.153,0.357,0.511,0.474,0.143
1757,PHI,117.0,40.0,80.0,46.0,13.0,34.0,0.581,Away,119.2,0.35,0.425,0.634,0.3,128.3,0.341,0.427,0.668,0.634,0.268
1758,LAC,117.0,42.0,86.0,43.0,21.0,43.0,0.61,Home,118.1,0.174,0.5,0.632,0.14,98.9,0.279,0.326,0.507,0.483,0.174
1759,TOR,117.0,44.0,96.0,67.0,7.0,29.0,0.495,Home,117.4,0.24,0.302,0.551,0.229,115.4,0.296,0.358,0.628,0.593,0.235
1760,CHI,117.0,44.0,82.0,58.0,13.0,24.0,0.616,Home,124.9,0.244,0.293,0.644,0.195,141.9,0.116,0.465,0.736,0.715,0.116
1761,BOS,117.0,43.0,88.0,51.0,17.0,37.0,0.585,Away,119.2,0.25,0.42,0.599,0.159,95.7,0.288,0.288,0.522,0.481,0.213
1762,OKC,117.0,43.0,87.0,46.0,17.0,41.0,0.592,Home,119.7,0.207,0.471,0.616,0.161,98.2,0.191,0.427,0.498,0.455,0.169
1763,IND,117.0,45.0,94.0,56.0,12.0,38.0,0.543,Home,113.5,0.202,0.404,0.572,0.16,117.3,0.182,0.414,0.566,0.54,0.141
1764,HOU,117.0,41.0,97.0,52.0,17.0,45.0,0.51,Home,117.3,0.268,0.464,0.539,0.186,122.3,0.42,0.346,0.636,0.593,0.321
1765,NOP,117.0,40.0,78.0,54.0,6.0,24.0,0.551,Away,121.9,0.5,0.308,0.615,0.397,111.5,0.212,0.494,0.576,0.541,0.176
1766,TOR,117.0,42.0,89.0,52.0,16.0,37.0,0.562,Home,131.6,0.213,0.416,0.601,0.191,117.0,0.278,0.38,0.586,0.544,0.228
1767,ATL,117.0,40.0,81.0,45.0,15.0,36.0,0.586,Away,123.6,0.333,0.444,0.63,0.272,117.3,0.302,0.395,0.57,0.564,0.163
1768,NOP,117.0,43.0,96.0,75.0,7.0,21.0,0.484,Away,113.6,0.281,0.219,0.542,0.25,108.8,0.264,0.368,0.577,0.529,0.23
1769,MIL,117.0,40.0,86.0,55.0,12.0,31.0,0.535,Away,116.1,0.337,0.36,0.592,0.291,110.2,0.258,0.516,0.536,0.489,0.215
1770,TOR,117.0,42.0,94.0,62.0,14.0,32.0,0.521,Away,112.4,0.223,0.34,0.567,0.202,107.6,0.193,0.409,0.587,0.563,0.148
1771,MIA,117.0,41.0,86.0,51.0,11.0,35.0,0.541,Home,119.4,0.314,0.407,0.598,0.279,107.2,0.367,0.316,0.572,0.494,0.342
1772,SAS,117.0,46.0,84.0,58.0,9.0,26.0,0.601,Home,115.4,0.357,0.31,0.602,0.19,108.5,0.253,0.286,0.544,0.516,0.176
1773,SAS,117.0,45.0,98.0,61.0,11.0,37.0,0.515,Away,116.0,0.204,0.378,0.548,0.163,122.0,0.319,0.462,0.593,0.549,0.253
1774,ATL,117.0,38.0,91.0,55.0,13.0,36.0,0.489,Away,125.4,0.374,0.396,0.552,0.308,122.1,0.106,0.341,0.641,0.624,0.094
1775,NOP,117.0,38.0,87.0,58.0,8.0,29.0,0.483,Away,121.3,0.471,0.333,0.557,0.379,105.7,0.293,0.488,0.551,0.512,0.22
1776,WAS,117.0,46.0,83.0,59.0,12.0,24.0,0.627,Away,123.1,0.193,0.289,0.65,0.157,108.4,0.27,0.427,0.517,0.483,0.191
1777,DEN,117.0,43.0,91.0,55.0,14.0,36.0,0.549,Away,116.5,0.231,0.396,0.584,0.187,115.5,0.276,0.391,0.595,0.575,0.184
1778,GSW,117.0,40.0,90.0,52.0,12.0,38.0,0.511,Home,117.8,0.378,0.422,0.557,0.278,115.8,0.375,0.307,0.561,0.528,0.25
1779,TOR,117.0,45.0,88.0,53.0,13.0,35.0,0.585,Away,121.6,0.159,0.398,0.621,0.159,101.9,0.161,0.54,0.526,0.494,0.138
1780,DET,117.0,40.0,91.0,45.0,15.0,46.0,0.522,Home,114.8,0.308,0.505,0.566,0.242,125.6,0.322,0.391,0.644,0.592,0.287
1781,CHO,117.0,43.0,83.0,47.0,11.0,36.0,0.584,Home,122.7,0.337,0.434,0.614,0.241,119.6,0.352,0.44,0.542,0.5,0.253
1782,PHI,117.0,39.0,84.0,53.0,10.0,31.0,0.524,Home,130.4,0.369,0.369,0.599,0.345,119.3,0.313,0.265,0.566,0.536,0.217
1783,NOP,117.0,41.0,88.0,58.0,6.0,30.0,0.5,Home,118.7,0.352,0.341,0.576,0.33,114.6,0.287,0.529,0.577,0.546,0.207
1784,DEN,117.0,44.0,85.0,50.0,12.0,35.0,0.588,Home,119.5,0.271,0.412,0.615,0.2,113.3,0.253,0.387,0.666,0.633,0.213
1785,BRK,117.0,48.0,100.0,75.0,9.0,25.0,0.525,Away,123.1,0.12,0.25,0.556,0.12,107.3,0.253,0.305,0.483,0.432,0.211
1786,GSW,117.0,42.0,94.0,52.0,9.0,42.0,0.495,Home,107.4,0.309,0.447,0.548,0.255,111.1,0.358,0.368,0.55,0.511,0.253
1787,CHI,117.0,47.0,86.0,64.0,10.0,22.0,0.605,Home,126.7,0.209,0.256,0.623,0.151,112.6,0.286,0.351,0.6,0.578,0.195
