,Team,Date,PTS,Opp,FG,FGA,2PA,3P,3PA,Opponent_Points
3675,LAL,2023-01-30,104,BRK,35,89,60,11,29,121
3676,SAS,2023-01-25,104,LAL,40,106,72,8,34,113
3677,TOR,2023-01-21,104,BOS,46,86,67,7,19,106
3678,HOU,2023-01-21,104,MIN,38,79,55,9,24,113
3679,DET,2023-01-15,104,NYK,37,83,39,18,44,117
3680,MIN,2023-01-08,104,HOU,38,80,52,10,28,96
3681,MIA,2023-01-06,104,PHO,33,78,40,12,38,96
3682,MIL,2023-01-04,104,TOR,35,88,49,13,39,101
3683,MIN,2022-12-31,104,DET,36,83,49,10,34,116
3684,PHO,2022-12-30,104,TOR,35,71,41,14,30,113
3685,DAL,2022-12-21,104,MIN,34,75,36,13,39,99
3686,LAL,2022-12-19,104,PHO,39,87,59,12,28,130
3687,PHI,2022-12-19,104,TOR,32,80,38,15,42,101
3688,NOP,2022-12-07,104,DET,39,85,58,8,27,98
3689,GSW,2022-12-05,104,IND,38,94,50,13,44,112
3690,PHI,2022-11-28,104,ATL,39,86,58,10,28,101
3691,SAC,2022-11-25,104,BOS,36,87,51,9,36,122
3692,LAC,2022-11-25,104,DEN,37,68,46,11,22,114
3693,MIA,2022-11-16,104,TOR,36,66,31,13,35,112
3694,TOR,2022-11-12,104,IND,37,94,59,7,35,118
3695,ATL,2022-11-10,104,PHI,39,88,62,6,26,95
3696,CHI,2022-11-06,104,TOR,40,88,52,13,36,113
3697,PHI,2022-11-04,104,NYK,37,98,51,13,47,106
3698,LAL,2022-10-23,104,POR,41,92,59,6,33,106
3699,MIA,2022-10-21,104,BOS,42,92,66,8,26,111
3700,CHI,2022-03-28,104,NYK,34,79,56,6,23,109
3701,PHI,2022-03-27,104,PHO,37,89,53,10,36,114
3702,NYK,2022-03-27,104,DET,34,85,44,13,41,102
3703,CLE,2022-03-24,104,TOR,37,79,49,12,30,117
3704,MIA,2022-03-23,104,GSW,37,85,49,14,36,118
3705,DEN,2022-03-20,104,BOS,35,87,48,14,39,124
3706,LAL,2022-03-16,104,MIN,39,93,49,10,44,124
3707,MIA,2022-03-12,104,MIN,35,88,43,15,45,113
3708,SAS,2022-03-11,104,UTA,34,85,56,6,29,102
3709,SAS,2022-03-09,104,TOR,38,84,52,9,32,119
3710,CLE,2022-03-06,104,TOR,39,85,49,11,36,96
3711,LAL,2022-03-01,104,DAL,37,82,48,14,34,109
3712,DET,2022-02-26,104,BOS,39,87,60,7,27,113
3713,OKC,2022-02-24,104,PHO,44,93,62,6,31,124
3714,GSW,2022-02-14,104,LAC,39,86,45,16,41,119
3715,NYK,2022-02-07,104,UTA,36,95,62,8,33,113
3716,BRK,2022-02-06,104,DEN,36,87,46,16,41,124
3717,MIA,2022-02-05,104,CHO,38,91,59,11,32,86
3718,CLE,2022-02-02,104,HOU,41,80,59,7,21,115
3719,DEN,2022-02-02,104,UTA,42,79,51,11,28,108
3720,SAC,2022-01-26,104,ATL,39,93,53,12,40,121
3721,HOU,2022-01-25,104,SAS,39,95,61,9,34,134
3722,DAL,2022-01-23,104,MEM,36,74,44,9,30,91
3723,MIA,2022-01-19,104,POR,37,80,45,12,35,92
3724,CLE,2022-01-19,104,CHI,40,77,50,9,27,117
3725,LAL,2022-01-19,104,IND,40,90,56,11,34,111
3726,MIA,2022-01-17,104,TOR,38,83,59,9,24,99
3727,BOS,2022-01-17,104,NOP,38,80,48,10,32,92
3728,DAL,2022-01-17,104,OKC,35,88,51,12,37,102
3729,SAS,2022-01-04,104,TOR,41,95,60,9,35,129
3730,NYK,2022-01-04,104,IND,39,80,52,6,28,94
3731,NOP,2022-01-03,104,UTA,39,97,51,12,46,115
3732,BRK,2022-01-03,104,MEM,37,82,51,9,31,118
3733,LAC,2022-01-03,104,MIN,39,78,46,11,32,122
3734,IND,2022-01-02,104,CLE,37,83,37,19,46,108
3735,MEM,2021-12-29,104,LAL,35,85,55,10,30,99
3736,CLE,2021-12-28,104,NOP,37,88,47,14,41,108
3737,SAS,2021-12-27,104,UTA,45,100,70,10,30,110
3738,ORL,2021-12-23,104,NOP,38,88,56,9,32,110
3739,MEM,2021-12-23,104,GSW,38,90,64,8,26,113
3740,ORL,2021-12-22,104,ATL,38,85,48,11,37,98
3741,OKC,2021-12-18,104,LAC,43,92,61,12,31,103
3742,DAL,2021-12-15,104,LAL,39,98,54,12,44,107
3743,DET,2021-12-12,104,BRK,39,92,55,14,37,116
3744,ORL,2021-12-11,104,LAC,35,80,47,12,33,106
3745,BRK,2021-12-08,104,HOU,35,89,56,8,33,114
3746,DAL,2021-12-08,104,MEM,37,77,44,12,33,96
3747,MIL,2021-12-08,104,MIA,36,85,46,12,39,113
3748,GSW,2021-12-08,104,POR,33,83,37,14,46,94
3749,MIN,2021-12-08,104,UTA,38,95,48,17,47,136
3750,SAS,2021-12-06,104,PHO,40,93,64,11,29,108
3751,CLE,2021-12-06,104,MIL,35,90,44,15,46,112
3752,SAC,2021-12-04,104,LAC,36,86,52,12,34,99
3753,IND,2021-12-03,104,MIA,35,80,44,9,36,113
3754,PHO,2021-11-30,104,GSW,43,87,57,12,30,96
3755,LAC,2021-11-29,104,NOP,37,72,36,14,36,123
3756,CHI,2021-11-27,104,MIA,38,81,42,11,39,107
3757,BOS,2021-11-24,104,BRK,34,91,43,11,48,123
3758,OKC,2021-11-24,104,UTA,37,82,46,15,36,110
3759,LAC,2021-11-23,104,DAL,35,85,53,10,32,112
3760,TOR,2021-11-21,104,GSW,39,99,62,15,37,119
3761,DAL,2021-11-19,104,PHO,37,90,50,12,40,112
3762,GSW,2021-11-18,104,CLE,41,83,40,15,43,89
3763,ORL,2021-11-17,104,NYK,39,96,58,11,38,98
3764,WAS,2021-11-13,104,ORL,42,84,49,12,35,92
3765,CHO,2021-11-12,104,NYK,39,90,54,10,36,96
3766,POR,2021-11-12,104,HOU,34,87,51,11,36,92
3767,HOU,2021-11-10,104,DET,35,82,48,12,34,112
3768,BOS,2021-11-10,104,TOR,42,94,65,10,29,88
3769,SAC,2021-11-08,104,PHO,37,82,58,10,24,109
3770,BOS,2021-11-06,104,DAL,42,86,55,9,31,107
3771,LAC,2021-11-05,104,MIN,36,88,60,6,28,84
3772,LAL,2021-11-04,104,OKC,39,94,61,12,33,107
3773,POR,2021-11-03,104,CLE,40,90,53,13,37,107
3774,NYK,2021-11-01,104,TOR,35,76,38,16,38,113
3775,DAL,2021-10-28,104,SAS,41,89,44,18,45,99
3776,NYK,2021-10-28,104,CHI,39,85,56,11,29,103
3777,MEM,2021-10-28,104,GSW,39,97,49,12,48,101
3778,DET,2021-10-25,104,ATL,40,91,58,9,33,122
3779,BRK,2021-10-25,104,WAS,40,94,59,10,35,90
3780,NYK,2021-10-24,104,ORL,37,100,52,13,48,110
3781,BRK,2021-10-19,104,MIL,37,84,52,17,32,127
3782,CHI,2023-04-09,103,DET,40,95,65,6,30,81
3783,DEN,2023-04-04,103,HOU,41,87,51,11,36,124
3784,PHI,2023-04-04,103,BOS,39,78,49,11,29,101
3785,NOP,2023-04-04,103,SAC,37,84,64,7,20,121
3786,UTA,2023-03-27,103,PHO,38,86,50,9,36,117
3787,DET,2023-03-09,103,CHO,40,89,68,7,21,113
3788,MEM,2023-03-07,103,LAL,36,93,56,9,37,112
3789,UTA,2023-03-03,103,OKC,38,78,49,9,29,130
3790,MIA,2023-02-25,103,CHO,32,80,44,11,36,108
3791,NOP,2023-02-13,103,OKC,39,74,44,9,30,100
3792,GSW,2023-02-11,103,LAL,40,96,52,12,44,109
3793,ORL,2023-02-11,103,MIA,37,87,58,11,29,107
3794,IND,2023-02-05,103,CLE,40,92,60,8,32,122
3795,MEM,2023-02-05,103,TOR,38,78,51,10,27,106
3796,CHI,2023-01-31,103,LAC,38,77,53,12,24,108
3797,NOP,2023-01-28,103,WAS,39,92,63,8,29,113
3798,HOU,2023-01-25,103,WAS,42,97,69,5,28,108
3799,CLE,2023-01-24,103,NYK,40,87,54,12,33,105
3800,LAC,2023-01-18,103,UTA,37,92,58,15,34,126
3801,NOP,2023-01-16,103,CLE,38,75,48,10,27,113
3802,TOR,2023-01-14,103,ATL,36,87,58,7,29,114
3803,LAC,2023-01-13,103,DEN,41,87,58,10,29,115
3804,SAS,2023-01-02,103,BRK,42,97,66,8,31,139
3805,CLE,2022-12-31,103,CHI,39,85,47,13,38,102
3806,MIA,2022-12-20,103,CHI,38,81,37,15,44,113
3807,SAC,2022-12-13,103,PHI,38,92,50,10,42,123
3808,ATL,2022-12-12,103,MEM,37,104,67,12,37,128
3809,DET,2022-12-09,103,MEM,36,90,55,11,35,114
3810,BOS,2022-12-04,103,BRK,35,81,43,15,38,92
3811,NYK,2022-11-30,103,MIL,42,100,70,6,30,109
3812,ORL,2022-11-27,103,PHI,36,79,39,12,40,133
3813,DEN,2022-11-16,103,NYK,36,82,44,14,38,106
3814,DAL,2022-11-15,103,LAC,35,80,37,17,43,101
3815,BRK,2022-11-13,103,LAL,36,80,53,7,27,116
3816,CHI,2022-11-13,103,DEN,40,81,59,6,22,126
3817,MIN,2022-11-11,103,MEM,37,79,49,10,30,114
3818,OKC,2022-11-07,103,DET,41,102,69,10,33,112
3819,MEM,2022-11-06,103,WAS,39,91,62,9,29,97
3820,DAL,2022-11-02,103,UTA,42,84,46,11,38,100
3821,CLE,2022-10-26,103,ORL,36,87,54,10,33,92
3822,LAC,2022-10-20,103,LAL,37,80,51,9,29,97
3823,WAS,2022-04-06,103,ATL,42,86,51,10,35,118
3824,DAL,2022-04-01,103,WAS,34,78,40,11,38,135
3825,GSW,2022-03-30,103,PHO,35,83,45,13,38,107
3826,NOP,2022-03-26,103,SAS,40,90,58,10,32,107
3827,MIA,2022-03-25,103,NYK,35,70,37,12,33,111
3828,IND,2022-03-24,103,MEM,39,92,59,9,33,133
3829,NOP,2022-03-21,103,CHO,40,90,66,9,24,106
3830,TOR,2022-03-16,103,LAC,38,83,51,11,32,100
3831,LAL,2022-03-14,103,TOR,34,87,45,13,42,114
3832,CHI,2022-03-14,103,SAC,36,88,54,10,34,112
3833,DET,2022-03-11,103,BOS,35,83,49,10,34,114
3834,UTA,2022-03-07,103,DAL,36,83,52,12,31,111
3835,OKC,2022-03-06,103,UTA,39,92,52,8,40,116
3836,ORL,2022-03-04,103,TOR,36,95,58,11,37,97
3837,IND,2022-02-28,103,ORL,35,72,36,15,36,119
3838,CLE,2022-02-24,103,DET,34,77,42,12,35,106
3839,BRK,2022-02-17,103,WAS,36,89,51,14,38,117
3840,TOR,2022-02-16,103,MIN,40,88,63,8,25,91
3841,PHO,2022-02-15,103,LAC,44,90,65,8,25,96
3842,WAS,2022-02-14,103,DET,40,85,56,9,29,94
3843,PHI,2022-02-12,103,CLE,38,79,57,10,22,93
3844,NYK,2022-02-12,103,POR,31,81,42,12,39,112
3845,DAL,2022-02-06,103,ATL,38,88,52,16,36,94
3846,OKC,2022-02-05,103,SAC,42,87,57,9,30,113
3847,PHI,2022-02-02,103,WAS,41,91,64,11,27,106
3848,PHI,2022-01-29,103,SAC,36,70,40,12,30,101
3849,DET,2022-01-28,103,ORL,32,87,58,10,29,119
3850,IND,2022-01-22,103,PHO,37,84,55,10,29,113
3851,HOU,2022-01-21,103,GSW,38,89,54,10,35,105
3852,TOR,2022-01-15,103,MIL,40,91,56,12,35,96
3853,DET,2022-01-14,103,TOR,38,81,54,8,27,87
3854,CHO,2022-01-10,103,MIL,38,96,52,13,44,99
3855,POR,2022-01-09,103,SAC,37,88,48,17,40,88
3856,DAL,2022-01-03,103,DEN,35,78,41,14,37,89
3857,MIN,2022-01-02,103,LAL,41,92,54,9,38,108
3858,BOS,2021-12-27,103,MIN,33,89,42,16,47,108
3859,DEN,2021-12-26,103,LAC,39,95,54,15,41,100
3860,BOS,2021-12-20,103,PHI,38,82,55,7,27,108
3861,UTA,2021-12-18,103,WAS,35,81,37,14,44,109
3862,LAC,2021-12-18,103,OKC,37,83,44,16,39,104
3863,HOU,2021-12-16,103,NYK,34,68,36,11,32,116
3864,LAC,2021-12-15,103,UTA,40,85,55,10,30,124
3865,POR,2021-12-15,103,MEM,31,82,44,15,38,113
3866,MIL,2021-12-13,103,BOS,40,90,54,11,36,117
3867,DAL,2021-12-12,103,OKC,38,90,57,9,33,84
3868,SAC,2021-12-11,103,CLE,41,93,65,7,28,117
3869,DET,2021-12-06,103,OKC,41,99,58,16,41,114
3870,DET,2021-12-02,103,PHO,36,80,53,11,27,114
3871,DEN,2021-12-01,103,ORL,39,80,46,10,34,108
3872,POR,2021-11-26,103,GSW,36,86,48,13,38,118
3873,WAS,2021-11-22,103,CHO,36,94,57,9,37,109
3874,NYK,2021-11-21,103,CHI,35,84,57,7,27,109
3875,WAS,2021-11-20,103,MIA,36,74,44,11,30,100
3876,TOR,2021-11-18,103,UTA,39,94,56,10,38,119
3877,PHI,2021-11-18,103,DEN,43,85,56,11,29,89
3878,MIA,2021-11-15,103,OKC,37,82,42,18,40,90
3879,LAL,2021-11-15,103,CHI,36,79,47,6,32,121
3880,SAC,2021-11-12,103,OKC,38,95,54,14,41,105
3881,NYK,2021-11-08,103,PHI,40,91,51,13,40,96
3882,TOR,2021-11-07,103,BRK,41,87,57,7,30,116
3883,PHI,2021-11-03,103,CHI,38,77,49,12,28,98
3884,POR,2021-11-01,103,PHI,40,84,50,12,34,113
3885,GSW,2021-10-30,103,OKC,39,92,38,21,54,82
3886,ORL,2021-10-30,103,DET,38,87,55,16,32,110
3887,MEM,2021-10-30,103,MIA,34,88,38,16,50,129
3888,CHI,2021-10-28,103,NYK,36,84,52,11,32,104
3889,OKC,2021-10-24,103,PHI,40,84,53,8,31,115
3890,DAL,2021-10-23,103,TOR,38,91,49,14,42,95
3891,TOR,2023-04-07,102,BOS,40,93,62,9,31,121
3892,BRK,2023-04-04,102,MIN,39,90,55,13,35,107
3893,DET,2023-04-02,102,ORL,32,78,45,9,33,128
3894,POR,2023-03-19,102,LAC,37,82,53,6,29,117
3895,BRK,2023-03-19,102,DEN,38,82,47,12,35,108
3896,MIN,2023-03-15,102,BOS,37,84,48,12,36,104
3897,OKC,2023-03-12,102,SAS,36,95,56,10,39,90
3898,BRK,2023-03-05,102,CHO,36,92,49,12,43,86
3899,LAL,2023-03-03,102,MIN,36,87,56,10,31,110
3900,SAS,2023-02-28,102,UTA,39,91,65,8,26,94
3901,CHI,2023-02-26,102,WAS,40,79,49,8,30,82
3902,SAS,2023-02-25,102,UTA,38,97,63,9,34,118
3903,NOP,2023-02-15,102,LAL,39,89,64,7,25,120
3904,NYK,2023-02-07,102,ORL,37,81,38,15,43,98
3905,NOP,2023-01-25,102,MIN,37,85,47,12,38,111
3906,CHO,2023-01-23,102,UTA,38,85,69,2,16,120
3907,MIL,2023-01-21,102,CLE,39,86,47,14,39,114
3908,BRK,2023-01-15,102,OKC,39,91,50,12,41,112
3909,CLE,2023-01-14,102,MIN,37,76,48,8,28,110
3910,MIL,2023-01-12,102,MIA,35,87,30,22,57,108
3911,BRK,2023-01-08,102,MIA,39,76,43,12,33,101
3912,NOP,2023-01-06,102,BRK,35,88,59,12,29,108
3913,NYK,2023-01-02,102,PHO,36,74,41,13,33,83
3914,CHI,2022-12-31,102,CLE,39,81,60,7,21,103
3915,PHO,2022-12-28,102,WAS,39,87,56,13,31,127
3916,HOU,2022-12-27,102,BOS,38,95,50,14,45,126
3917,LAC,2022-12-17,102,WAS,37,86,57,12,29,93
3918,OKC,2022-12-10,102,CLE,38,83,54,10,29,110
3919,CHO,2022-12-09,102,NYK,37,84,58,6,26,121
3920,OKC,2022-12-07,102,MEM,34,92,54,14,38,123
3921,LAL,2022-12-06,102,CLE,38,89,53,6,36,116
3922,ORL,2022-12-05,102,MIL,34,93,61,8,32,109
3923,ORL,2022-11-28,102,BRK,38,80,49,13,31,109
3924,CLE,2022-11-27,102,DET,33,77,49,8,28,94
3925,CLE,2022-11-25,102,MIL,34,87,54,12,33,117
3926,DET,2022-11-25,102,PHO,39,92,66,9,26,108
3927,ORL,2022-11-21,102,IND,36,85,50,11,35,123
3928,ATL,2022-11-21,102,CLE,38,87,53,11,34,114
3929,CHO,2022-11-20,102,WAS,39,100,68,8,32,106
3930,MIL,2022-11-18,102,PHI,41,90,54,12,36,110
3931,MEM,2022-11-15,102,NOP,38,92,57,9,35,113
3932,WAS,2022-11-13,102,MEM,36,86,46,19,40,92
3933,LAC,2022-11-06,102,UTA,43,87,54,8,33,110
3934,PHO,2022-11-05,102,POR,35,82,52,11,30,82
3935,MIN,2022-11-04,102,MIL,39,92,51,11,41,115
3936,LAL,2022-10-28,102,MIN,37,89,60,9,29,111
3937,BOS,2022-10-24,102,CHI,37,100,52,18,48,120
3938,ORL,2022-10-24,102,NYK,36,86,51,7,35,115
3939,WAS,2022-10-21,102,CHI,41,80,54,10,26,100
3940,DEN,2022-10-19,102,UTA,40,83,61,5,22,123
3941,SAS,2022-10-19,102,CHO,40,99,65,7,34,129
3942,WAS,2022-04-03,102,BOS,38,82,61,8,21,144
3943,TOR,2022-04-01,102,ORL,36,86,44,13,42,89
3944,DET,2022-03-31,102,PHI,41,82,47,10,35,94
3945,MIN,2022-03-30,102,TOR,37,92,55,11,37,125
3946,DET,2022-03-27,102,NYK,39,85,56,8,29,104
3947,MIL,2022-03-26,102,MEM,37,93,61,7,32,127
3948,WAS,2022-03-24,102,MIL,43,92,54,11,38,114
3949,ORL,2022-03-23,102,OKC,36,93,42,17,51,118
3950,CHI,2022-03-18,102,PHO,35,85,58,7,27,129
3951,IND,2022-03-15,102,MEM,41,98,68,6,30,135
3952,DET,2022-03-13,102,LAC,36,80,51,12,29,106
3953,UTA,2022-03-11,102,SAS,37,92,52,13,40,104
3954,DEN,2022-03-10,102,GSW,35,84,53,7,31,113
3955,OKC,2022-03-09,102,MIN,36,87,44,14,43,132
3956,NOP,2022-03-09,102,ORL,41,93,62,7,31,108
3957,PHO,2022-03-08,102,ORL,35,92,55,13,37,99
3958,MIN,2022-02-25,102,PHI,36,86,47,9,39,133
3959,PHO,2022-02-25,102,NOP,36,82,42,12,40,117
3960,LAL,2022-02-25,102,LAC,39,93,62,8,31,105
3961,DEN,2022-02-11,102,BOS,39,90,46,11,44,108
3962,BOS,2022-02-04,102,DET,37,82,54,9,28,93
3963,BRK,2022-02-04,102,UTA,41,99,65,12,34,125
3964,CLE,2022-02-04,102,CHO,36,90,55,14,35,101
3965,ORL,2022-01-26,102,LAC,38,84,49,9,35,111
3966,LAC,2022-01-23,102,NYK,34,79,38,14,41,110
3967,LAC,2022-01-21,102,PHI,40,87,55,11,32,101
3968,SAS,2022-01-21,102,BRK,37,95,66,8,29,117
3969,NOP,2022-01-20,102,NYK,38,76,48,11,28,91
3970,BOS,2022-01-19,102,CHO,39,90,44,14,46,111
3971,DAL,2022-01-19,102,TOR,37,76,43,9,33,98
3972,GSW,2022-01-18,102,DET,34,83,41,14,42,86
3973,OKC,2022-01-17,102,DAL,36,83,48,11,35,104
3974,DEN,2022-01-16,102,UTA,42,95,52,11,43,125
3975,OKC,2022-01-15,102,CLE,36,83,56,10,27,107
3976,WAS,2022-01-09,102,ORL,36,88,59,11,29,100
3977,SAC,2022-01-05,102,ATL,38,90,63,11,27,108
3978,CHI,2022-01-03,102,ORL,37,86,55,11,31,98
3979,BRK,2021-12-30,102,PHI,37,81,54,7,27,110
3980,SAC,2021-12-26,102,MEM,34,81,52,10,29,127
3981,MIL,2021-12-23,102,DAL,37,82,46,10,36,95
3982,MIN,2021-12-21,102,DAL,36,79,39,13,40,114
3983,CHO,2021-12-20,102,UTA,39,101,58,15,43,112
3984,OKC,2021-12-20,102,MEM,36,84,46,11,38,99
3985,GSW,2021-12-13,102,IND,42,84,54,8,30,100
3986,PHI,2021-12-11,102,GSW,35,76,49,9,27,93
3987,NYK,2021-12-08,102,IND,36,86,56,9,30,122
3988,BRK,2021-12-07,102,DAL,42,83,57,8,26,99
3989,BOS,2021-12-07,102,LAL,36,82,49,10,33,117
3990,LAC,2021-12-06,102,POR,41,92,56,11,36,90
3991,TOR,2021-12-05,102,WAS,38,85,62,8,23,90
3992,MIA,2021-12-04,102,MIL,34,84,41,17,43,124
3993,HOU,2021-11-29,102,OKC,40,96,50,15,46,89
3994,WAS,2021-11-24,102,NOP,36,84,53,7,31,127
3995,PHI,2021-11-22,102,SAC,36,85,53,9,32,94
3996,DET,2021-11-19,102,GSW,32,80,38,14,42,105
3997,LAL,2021-11-17,102,MIL,40,96,53,12,43,109
3998,HOU,2021-11-15,102,MEM,36,95,57,11,38,136
3999,GSW,2021-11-14,102,CHO,38,90,51,9,39,106
4000,MIN,2021-11-13,102,LAC,40,102,66,11,36,129
4001,CLE,2021-11-05,102,TOR,38,83,53,10,30,101
4002,SAS,2021-11-05,102,ORL,40,90,71,6,19,89
4003,SAS,2021-10-30,102,MIL,39,95,64,7,31,93
4004,DET,2021-10-28,102,PHI,35,86,47,13,39,110
4005,ATL,2021-10-27,102,NOP,40,96,66,8,30,99
4006,IND,2021-10-23,102,MIA,38,97,58,10,39,91
4007,DEN,2021-10-22,102,SAS,44,86,56,9,30,96
4008,POR,2023-04-09,101,GSW,38,95,60,9,35,157
4009,BRK,2023-04-07,101,ORL,35,89,47,9,42,84
4010,PHI,2023-04-06,101,MIA,39,76,40,10,36,129
4011,BOS,2023-04-04,101,PHI,38,91,46,15,45,103
4012,NYK,2023-03-29,101,MIA,38,76,45,13,31,92
4013,OKC,2023-03-21,101,LAC,39,93,56,10,37,100
4014,SAC,2023-03-16,101,BRK,32,82,41,13,41,96
4015,OKC,2023-03-08,101,PHO,33,88,45,15,43,132
4016,LAC,2023-02-28,101,MIN,35,83,55,11,28,108
4017,MIA,2023-02-27,101,PHI,35,81,44,15,37,99
4018,ORL,2023-02-27,101,NOP,36,79,45,9,34,93
4019,PHO,2023-02-26,101,MIL,40,95,71,8,24,104
4020,HOU,2023-02-24,101,GSW,36,92,57,11,35,116
4021,ATL,2023-02-15,101,NYK,40,97,71,5,26,122
4022,POR,2023-02-14,101,WAS,36,86,44,12,42,126
4023,PHI,2023-02-11,101,BRK,33,75,52,6,23,98
4024,OKC,2023-01-22,101,DEN,40,89,63,7,26,99
4025,DAL,2023-01-10,101,LAC,30,69,31,12,38,113
4026,MIA,2023-01-08,101,BRK,38,92,57,13,35,102
4027,GSW,2023-01-07,101,ORL,33,88,30,18,58,115
4028,TOR,2023-01-04,101,MIL,38,116,70,9,46,104
4029,NOP,2022-12-31,101,MEM,32,91,61,8,30,116
4030,ORL,2022-12-28,101,DET,35,85,63,5,22,121
4031,OKC,2022-12-21,101,POR,36,77,53,8,24,98
4032,TOR,2022-12-19,101,PHI,37,88,48,11,40,104
4033,SAS,2022-12-17,101,MIA,33,77,50,10,27,111
4034,MIL,2022-12-15,101,MEM,35,94,44,13,50,142
4035,MEM,2022-12-05,101,MIA,42,90,58,8,32,93
4036,CHI,2022-12-04,101,SAC,38,86,61,9,25,110
4037,HOU,2022-12-03,101,GSW,40,91,63,3,28,120
4038,MEM,2022-11-30,101,MIN,37,87,61,9,26,109
4039,ATL,2022-11-28,101,PHI,37,74,47,12,27,104
4040,OKC,2022-11-28,101,NOP,34,92,54,12,38,105
4041,IND,2022-11-23,101,MIN,37,96,52,16,44,115
4042,PHI,2022-11-23,101,CHO,38,86,48,9,38,107
4043,MIA,2022-11-21,101,MIN,35,90,52,11,38,105
4044,NYK,2022-11-18,101,GSW,30,87,53,9,34,111
4045,ATL,2022-11-16,101,BOS,42,101,69,7,32,126
4046,HOU,2022-11-16,101,DAL,35,75,53,10,22,92
4047,LAC,2022-11-15,101,DAL,34,64,36,12,28,103
4048,CLE,2022-11-11,101,GSW,37,92,62,8,30,106
4049,LAL,2022-11-09,101,LAC,40,88,56,10,32,114
4050,SAS,2022-11-05,101,DEN,39,80,50,12,30,126
4051,IND,2022-11-04,101,MIA,37,80,41,12,39,99
4052,HOU,2022-11-02,101,LAC,37,88,50,11,38,109
4053,UTA,2022-10-28,101,DEN,38,91,52,10,39,117
4054,HOU,2022-10-26,101,UTA,36,94,54,11,40,109
4055,OKC,2022-04-08,101,LAL,40,88,59,6,29,120
4056,DET,2022-04-08,101,MIL,35,90,42,10,48,131
4057,ORL,2022-04-07,101,CHO,38,95,47,15,48,128
4058,OKC,2022-04-06,101,UTA,37,90,53,16,37,137
4059,NYK,2022-04-02,101,CLE,31,77,47,13,30,119
4060,OKC,2022-04-01,101,DET,36,84,50,11,34,110
4061,ORL,2022-03-28,101,CLE,42,87,50,10,37,107
4062,UTA,2022-03-25,101,CHO,38,84,37,17,47,107
4063,ATL,2022-03-23,101,DET,37,92,48,14,44,122
4064,DAL,2022-03-18,101,PHI,37,80,48,12,32,111
4065,CHI,2022-03-12,101,CLE,39,88,67,9,21,91
4066,CHO,2022-03-09,101,BOS,36,85,52,8,33,115
4067,HOU,2022-03-04,101,DEN,38,83,47,10,36,116
4068,OKC,2022-03-04,101,MIN,37,86,51,9,35,138
4069,GSW,2022-02-27,101,DAL,39,91,52,11,39,107
4070,UTA,2022-02-16,101,LAL,37,79,46,11,33,106
4071,HOU,2022-02-14,101,UTA,35,83,46,12,37,135
4072,OKC,2022-02-12,101,CHI,34,88,52,11,36,106
4073,CHO,2022-02-07,101,TOR,39,95,55,9,40,116
4074,CHO,2022-02-04,101,CLE,38,92,49,14,43,102
4075,BRK,2022-02-02,101,SAC,41,84,59,8,25,112
4076,DET,2022-02-01,101,NOP,41,84,52,8,32,111
4077,SAC,2022-01-29,101,PHI,36,82,47,12,35,103
4078,PHI,2022-01-21,101,LAC,38,91,63,10,28,102
4079,DET,2022-01-21,101,UTA,38,87,55,13,32,111
4080,DAL,2022-01-20,101,PHO,37,85,48,11,37,109
4081,LAL,2022-01-17,101,UTA,38,86,49,11,37,95
4082,SAS,2022-01-15,101,LAC,34,83,46,11,37,94
4083,BOS,2022-01-10,101,IND,35,88,60,8,28,98
4084,NOP,2022-01-09,101,TOR,34,75,42,12,33,105
4085,POR,2022-01-07,101,CLE,37,92,57,16,35,114
4086,NOP,2022-01-06,101,GSW,35,83,49,8,34,96
4087,NYK,2021-12-25,101,ATL,38,85,35,20,50,87
4088,OKC,2021-12-23,101,PHO,37,96,55,11,41,113
4089,CLE,2021-12-22,101,BOS,36,92,54,9,38,111
4090,MIA,2021-12-15,101,PHI,35,78,34,18,44,96
4091,SAC,2021-12-13,101,TOR,38,94,60,11,34,124
4092,WAS,2021-12-03,101,CLE,38,82,51,10,31,116
4093,PHI,2021-11-29,101,ORL,39,97,64,10,33,96
4094,SAC,2021-11-28,101,MEM,33,97,55,9,42,128
4095,WAS,2021-11-26,101,OKC,38,79,50,10,29,99
4096,MIA,2021-11-24,101,MIN,33,74,32,15,42,113
4097,OKC,2021-11-22,101,ATL,39,97,59,10,38,113
4098,OKC,2021-11-17,101,HOU,41,92,53,10,39,89
4099,DEN,2021-11-15,101,DAL,40,84,52,9,32,111
4100,MEM,2021-11-13,101,NOP,38,88,64,8,24,112
4101,DEN,2021-11-10,101,IND,36,84,54,12,30,98
4102,WAS,2021-11-07,101,MIL,41,81,54,11,27,94
4103,TOR,2021-11-05,101,CLE,42,99,72,12,27,102
4104,PHO,2021-10-30,101,CLE,39,84,58,6,26,92
4105,CLE,2021-10-29,101,LAL,37,87,53,12,34,113
4106,GSW,2021-10-28,101,MEM,39,90,50,14,40,104
4107,CLE,2021-10-23,101,ATL,37,89,61,7,28,95
4108,SAC,2021-10-22,101,UTA,39,99,63,8,36,110
4109,MEM,2023-04-09,100,OKC,40,92,55,7,37,115
4110,CHO,2023-04-04,100,TOR,36,77,46,12,31,120
4111,PHO,2023-03-31,100,DEN,37,88,61,10,27,93
4112,MIN,2023-03-29,100,PHO,40,90,55,12,35,107
