,Team,Date,PTS,Opp,FG,FGA,2PA,3P,3PA,Opponent_Points
4113,MIA,2023-03-25,100,BRK,38,80,50,12,30,129
4114,LAC,2023-03-21,100,OKC,41,86,55,6,31,101
4115,DET,2023-03-19,100,MIA,38,82,50,10,32,112
4116,DET,2023-03-16,100,DEN,39,85,58,12,27,119
4117,MIA,2023-03-08,100,CLE,35,70,41,8,29,104
4118,TOR,2023-03-08,100,LAC,37,96,64,13,32,108
4119,CHI,2023-02-16,100,MIL,37,97,65,10,32,112
4120,ORL,2023-02-13,100,CHI,38,81,54,8,27,91
4121,OKC,2023-02-13,100,NOP,38,90,57,9,33,103
4122,DET,2023-02-04,100,PHO,35,81,39,16,42,116
4123,PHO,2023-02-01,100,ATL,35,86,58,4,28,132
4124,MIA,2023-01-31,100,CLE,34,78,47,14,31,97
4125,IND,2023-01-29,100,MEM,36,79,47,9,32,112
4126,DAL,2023-01-28,100,UTA,35,80,34,18,46,108
4127,CLE,2023-01-27,100,OKC,39,88,59,8,29,112
4128,MEM,2023-01-27,100,MIN,38,93,60,8,33,111
4129,SAS,2023-01-26,100,LAC,37,82,58,8,24,138
4130,MEM,2023-01-23,100,SAC,40,98,62,12,36,133
4131,ATL,2023-01-23,100,CHI,39,85,52,10,33,111
4132,MIA,2023-01-22,100,NOP,35,80,46,8,34,96
4133,HOU,2023-01-15,100,LAC,38,84,53,7,31,121
4134,WAS,2023-01-11,100,CHI,38,82,59,7,23,97
4135,LAC,2023-01-02,100,MIA,29,67,38,12,29,110
4136,ORL,2022-12-30,100,WAS,42,100,73,5,27,119
4137,PHO,2022-12-23,100,MEM,38,87,52,9,35,125
4138,MIL,2022-12-23,100,BRK,37,84,47,9,37,118
4139,CLE,2022-12-17,100,DAL,40,94,58,7,36,99
4140,NOP,2022-12-13,100,UTA,37,93,66,4,27,121
4141,WAS,2022-12-12,100,BRK,37,79,48,11,31,112
4142,IND,2022-12-04,100,POR,40,91,58,10,33,116
4143,NYK,2022-12-03,100,DAL,35,77,46,10,31,121
4144,HOU,2022-11-30,100,DEN,37,88,47,12,41,120
4145,TOR,2022-11-28,100,CLE,37,84,56,12,28,88
4146,IND,2022-11-27,100,LAC,36,94,52,9,42,114
4147,DAL,2022-11-26,100,TOR,35,73,34,11,39,105
4148,CHO,2022-11-07,100,WAS,42,101,69,5,32,108
4149,PHI,2022-11-07,100,PHO,31,80,48,12,32,88
4150,LAL,2022-11-06,100,CLE,40,87,60,8,27,114
4151,SAS,2022-11-02,100,TOR,37,94,51,14,43,143
4152,UTA,2022-11-02,100,DAL,39,84,54,10,30,103
4153,CHI,2022-10-21,100,WAS,33,79,52,7,27,102
4154,GSW,2022-04-09,100,SAS,33,81,49,8,32,94
4155,NOP,2022-04-03,100,LAC,35,87,63,9,24,119
4156,SAC,2022-03-28,100,MIA,37,81,46,12,35,123
4157,UTA,2022-03-27,100,DAL,41,89,55,12,34,114
4158,WAS,2022-03-25,100,DET,36,83,53,9,30,97
4159,NYK,2022-03-18,100,WAS,31,90,57,10,33,97
4160,LAC,2022-03-16,100,TOR,38,78,48,11,30,103
4161,HOU,2022-03-11,100,DAL,41,86,56,6,30,113
4162,PHI,2022-03-10,100,BRK,30,93,57,14,36,129
4163,SAC,2022-03-09,100,DEN,38,85,51,12,34,106
4164,HOU,2022-03-01,100,LAC,38,96,57,13,39,113
4165,TOR,2022-02-26,100,ATL,38,95,63,10,32,127
4166,NYK,2022-02-25,100,MIA,30,75,35,14,40,115
4167,PHI,2022-02-11,100,OKC,36,93,67,7,26,87
4168,WAS,2022-02-07,100,MIA,36,80,49,7,31,121
4169,ATL,2022-01-31,100,TOR,37,81,49,12,32,106
4170,MIL,2022-01-30,100,DEN,37,78,48,10,30,136
4171,IND,2022-01-12,100,BOS,40,86,50,7,36,119
4172,ORL,2022-01-09,100,WAS,38,95,67,9,28,102
4173,PHO,2022-01-08,100,MIA,30,79,45,14,34,123
4174,SAS,2022-01-07,100,PHI,38,92,62,9,30,119
4175,LAC,2021-12-26,100,DEN,40,86,60,8,26,103
4176,DET,2021-12-19,100,MIA,35,75,43,8,32,90
4177,MEM,2021-12-19,100,POR,35,91,57,9,34,105
4178,GSW,2021-12-18,100,TOR,37,79,43,11,36,119
4179,ORL,2021-12-18,100,BRK,39,94,63,10,31,93
4180,IND,2021-12-13,100,GSW,35,87,57,7,30,102
4181,MIN,2021-11-29,100,IND,36,82,47,9,35,98
4182,IND,2021-11-28,100,MIL,38,92,47,12,45,118
4183,MEM,2021-11-26,100,ATL,37,91,53,12,38,132
4184,MIA,2021-11-23,100,DET,35,76,47,9,29,92
4185,DEN,2021-11-23,100,POR,38,78,45,15,33,119
4186,LAL,2021-11-23,100,NYK,34,91,55,11,36,106
4187,MIA,2021-11-20,100,WAS,38,81,54,7,27,103
4188,NOP,2021-11-15,100,WAS,30,74,53,11,21,105
4189,CHI,2021-11-14,100,LAC,38,86,57,11,29,90
4190,MIL,2021-11-14,100,ATL,38,84,43,14,41,120
4191,UTA,2021-11-11,100,IND,39,83,51,9,32,111
4192,NYK,2021-11-10,100,MIL,36,83,46,16,37,112
4193,NOP,2021-11-10,100,OKC,34,97,62,9,35,108
4194,UTA,2021-11-07,100,ORL,34,89,47,8,42,107
4195,WAS,2021-11-03,100,TOR,34,78,46,8,32,109
4196,NOP,2021-11-02,100,PHO,36,91,52,13,39,112
4197,IND,2021-10-27,100,TOR,38,79,50,10,29,118
4198,MIL,2023-03-30,99,BOS,38,101,58,14,43,140
4199,MIN,2023-03-26,99,GSW,34,80,40,17,40,96
4200,MIA,2023-03-18,99,CHI,35,82,45,10,37,113
4201,NOP,2023-03-03,99,GSW,34,77,48,10,29,108
4202,IND,2023-03-02,99,SAS,41,90,67,8,23,110
4203,HOU,2023-03-01,99,MEM,36,90,56,11,34,113
4204,PHI,2023-02-27,99,MIA,32,73,46,10,27,101
4205,MIA,2023-02-24,99,MIL,36,92,52,9,40,128
4206,PHI,2023-02-08,99,BOS,37,83,52,10,31,106
4207,DET,2023-02-06,99,BOS,37,87,54,9,33,111
4208,LAC,2023-01-29,99,CLE,37,89,70,2,19,122
4209,DAL,2023-01-26,99,PHO,33,77,43,13,34,95
4210,DEN,2023-01-25,99,MIL,38,97,63,11,34,107
4211,DEN,2023-01-24,99,NOP,39,80,47,11,33,98
4212,DEN,2023-01-22,99,OKC,36,82,54,10,28,101
4213,CHI,2023-01-09,99,BOS,39,86,51,12,35,107
4214,POR,2023-01-06,99,IND,38,94,61,9,33,108
4215,MIN,2022-12-21,99,DAL,42,85,55,8,30,104
4216,UTA,2022-12-19,99,CLE,36,93,59,10,34,122
4217,DAL,2022-12-17,99,CLE,36,88,39,15,49,100
4218,LAC,2022-12-14,99,MIN,34,89,43,14,46,88
4219,SAC,2022-12-11,99,NYK,33,83,44,10,39,112
4220,TOR,2022-12-11,99,ORL,30,75,50,6,25,111
4221,SAS,2022-12-02,99,NOP,38,98,59,11,39,117
4222,ORL,2022-11-25,99,PHI,34,80,45,9,35,107
4223,DEN,2022-11-18,99,DAL,38,90,60,10,30,127
4224,IND,2022-11-18,99,HOU,33,82,41,12,41,91
4225,MIA,2022-11-04,99,IND,31,81,42,11,39,101
4226,CHO,2022-11-04,99,MEM,33,86,59,8,27,130
4227,NYK,2022-11-02,99,ATL,37,90,54,10,36,112
4228,BRK,2022-11-01,99,CHI,36,74,42,12,32,108
4229,LAL,2022-10-26,99,DEN,40,90,60,8,30,110
4230,BRK,2022-10-26,99,MIL,34,86,59,7,27,110
4231,DET,2022-10-25,99,WAS,36,88,60,8,28,120
4232,TOR,2022-03-21,99,CHI,40,91,59,6,32,113
4233,ORL,2022-03-08,99,PHO,35,92,53,7,39,102
4234,MIA,2022-03-05,99,PHI,35,72,44,13,28,82
4235,CHI,2022-02-28,99,MIA,41,84,55,7,29,112
4236,LAC,2022-02-27,99,HOU,34,77,43,11,34,98
4237,MIA,2022-02-15,99,DAL,35,84,57,7,27,107
4238,LAC,2022-02-12,99,DAL,43,82,60,7,22,97
4239,ORL,2022-02-11,99,UTA,37,84,49,13,35,114
4240,LAL,2022-02-02,99,POR,33,78,48,11,30,94
4241,MIL,2022-01-26,99,CLE,37,80,48,9,32,115
4242,TOR,2022-01-17,99,MIA,37,90,54,13,36,104
4243,GSW,2022-01-16,99,MIN,32,82,40,13,42,119
4244,BOS,2022-01-14,99,PHI,37,78,47,11,31,111
4245,GSW,2022-01-13,99,MIL,33,95,47,16,48,118
4246,PHO,2022-01-11,99,TOR,35,74,42,11,32,95
4247,MIL,2022-01-10,99,CHO,37,84,41,13,43,103
4248,CHI,2022-01-09,99,DAL,39,90,57,11,33,113
4249,DEN,2022-01-09,99,OKC,37,89,53,13,36,95
4250,BOS,2022-01-08,99,NYK,36,76,47,12,29,75
4251,SAS,2022-01-05,99,BOS,42,88,62,10,26,97
4252,DAL,2022-01-05,99,GSW,33,87,47,12,40,82
4253,CHO,2022-01-02,99,PHO,39,85,50,9,35,133
4254,LAL,2021-12-29,99,MEM,39,86,45,15,41,104
4255,HOU,2021-12-27,99,CHO,36,87,41,15,46,123
4256,TOR,2021-12-26,99,CLE,37,89,53,9,36,144
4257,MEM,2021-12-20,99,OKC,39,101,69,11,32,102
4258,IND,2021-12-15,99,MIL,39,83,45,11,38,114
4259,ORL,2021-12-15,99,ATL,35,90,55,10,35,111
4260,DAL,2021-12-07,99,BRK,36,90,44,9,46,102
4261,LAC,2021-12-04,99,SAC,34,89,55,13,34,104
4262,NYK,2021-12-04,99,DEN,35,88,48,12,40,113
4263,WAS,2021-11-29,99,SAS,41,92,61,9,31,116
4264,NYK,2021-11-27,99,ATL,36,82,53,11,29,90
4265,OKC,2021-11-26,99,WAS,38,94,61,11,33,101
4266,ORL,2021-11-24,99,CHO,38,93,51,15,42,106
4267,HOU,2021-11-20,99,NYK,38,84,45,10,39,106
4268,CLE,2021-11-17,99,BRK,35,89,45,11,44,109
4269,BOS,2021-11-17,99,ATL,37,84,43,11,41,110
4270,BRK,2021-11-16,99,GSW,34,88,52,10,36,117
4271,PHO,2021-11-15,99,MIN,32,85,54,7,31,96
4272,OKC,2021-11-07,99,SAS,35,94,52,12,42,94
4273,NOP,2021-11-03,99,SAC,37,86,52,12,34,112
4274,LAC,2021-11-01,99,OKC,35,92,50,15,42,94
4275,SAC,2021-10-31,99,DAL,38,96,60,7,36,105
4276,UTA,2021-10-30,99,CHI,35,92,54,11,38,107
4277,CHO,2021-10-29,99,MIA,35,90,53,13,37,114
4278,SAS,2021-10-28,99,DAL,39,88,58,12,30,104
4279,NOP,2021-10-27,99,ATL,40,93,57,11,36,102
4280,PHI,2021-10-26,99,NYK,36,82,41,12,41,112
4281,CLE,2021-10-25,99,DEN,38,82,57,7,25,87
4282,UTA,2023-04-06,98,OKC,41,83,52,5,31,114
4283,CHI,2023-02-28,98,TOR,37,71,46,10,25,104
4284,BRK,2023-02-11,98,PHI,37,92,52,13,40,101
4285,SAS,2023-02-08,98,TOR,35,87,55,9,32,112
4286,ORL,2023-02-07,98,NYK,37,79,54,6,25,102
4287,DEN,2023-02-05,98,MIN,34,71,46,6,25,128
4288,CHO,2023-02-02,98,CHI,39,93,58,7,35,114
4289,MIA,2023-01-24,98,BOS,34,94,61,12,33,95
4290,NOP,2023-01-24,98,DEN,38,85,59,5,26,99
4291,BOS,2023-01-23,98,ORL,36,83,37,18,46,113
4292,DAL,2023-01-22,98,LAC,35,80,45,13,35,112
4293,NOP,2023-01-18,98,MIA,37,80,50,13,30,124
4294,BRK,2023-01-17,98,SAS,37,88,65,3,23,106
4295,BRK,2023-01-12,98,BOS,38,84,50,13,34,109
4296,PHO,2023-01-08,98,CLE,37,84,58,14,26,112
4297,LAL,2022-12-28,98,MIA,37,77,41,13,36,112
4298,POR,2022-12-21,98,OKC,39,79,43,14,36,101
4299,DET,2022-12-07,98,NOP,35,90,48,15,42,104
4300,PHO,2022-12-07,98,BOS,37,93,61,8,32,125
4301,ATL,2022-11-27,98,MIA,35,88,52,10,36,106
4302,TOR,2022-11-23,98,BRK,36,101,72,7,29,112
4303,DEN,2022-11-20,98,DAL,37,78,51,9,27,97
4304,CLE,2022-11-16,98,MIL,36,84,56,12,28,113
4305,UTA,2022-11-13,98,PHI,37,94,57,11,37,105
4306,MIL,2022-11-07,98,ATL,36,87,47,13,40,117
4307,BRK,2022-11-05,98,CHO,33,84,48,12,36,94
4308,MIN,2022-10-30,98,SAS,40,99,70,4,29,107
4309,POR,2022-10-26,98,MIA,34,78,41,12,37,119
4310,TOR,2022-10-24,98,MIA,34,86,54,14,32,90
4311,ORL,2022-10-21,98,ATL,33,80,46,8,34,108
4312,SAC,2022-04-09,98,LAC,38,86,58,7,28,117
4313,NYK,2022-04-06,98,BRK,32,83,45,13,38,110
4314,OKC,2022-04-05,98,POR,39,81,52,9,29,94
4315,BOS,2022-03-30,98,MIA,35,85,48,11,37,106
4316,CHI,2022-03-26,98,CLE,36,75,54,5,21,94
4317,POR,2022-03-26,98,HOU,37,93,53,12,40,115
4318,CHI,2022-03-22,98,MIL,39,92,59,13,33,126
4319,HOU,2022-03-20,98,MEM,37,86,55,10,31,122
4320,POR,2022-03-20,98,IND,38,81,48,9,33,129
4321,POR,2022-03-16,98,NYK,40,91,57,11,34,128
4322,DET,2022-03-15,98,MIA,37,80,46,10,34,105
4323,CLE,2022-03-02,98,CHO,37,79,48,10,31,119
4324,ATL,2022-03-01,98,BOS,36,83,52,7,31,107
4325,HOU,2022-02-27,98,LAC,35,92,50,17,42,99
4326,OKC,2022-02-09,98,TOR,36,87,40,14,47,117
4327,OKC,2022-02-07,98,GSW,37,90,54,11,36,110
4328,CLE,2022-02-06,98,IND,34,84,52,11,32,85
4329,PHI,2022-02-04,98,DAL,36,70,43,9,27,107
4330,WAS,2022-02-01,98,MIL,36,82,47,12,35,112
4331,OKC,2022-01-31,98,POR,35,86,45,12,41,81
4332,OKC,2022-01-21,98,CHO,37,98,54,12,44,121
4333,TOR,2022-01-19,98,DAL,35,91,59,8,32,102
4334,PHI,2022-01-17,98,WAS,35,86,60,7,26,117
4335,POR,2022-01-17,98,ORL,37,90,56,7,34,88
4336,MIA,2022-01-15,98,PHI,33,86,51,9,35,109
4337,PHI,2022-01-12,98,CHO,34,73,43,12,30,109
4338,IND,2022-01-10,98,BOS,36,94,57,11,37,101
4339,MIN,2022-01-05,98,OKC,36,90,46,12,44,90
4340,ORL,2022-01-03,98,CHI,36,85,58,10,27,102
4341,ATL,2021-12-23,98,PHI,37,82,58,7,24,96
4342,ATL,2021-12-22,98,ORL,32,80,49,12,31,104
4343,SAC,2021-12-20,98,GSW,37,83,51,13,32,113
4344,WAS,2021-12-16,98,PHO,40,82,61,6,21,118
4345,WAS,2021-12-11,98,UTA,41,89,64,8,25,123
4346,PHI,2021-12-03,98,ATL,38,81,59,9,22,96
4347,MEM,2021-11-30,98,TOR,36,93,59,10,34,91
4348,IND,2021-11-29,98,MIN,36,91,54,9,37,100
4349,NOP,2021-11-26,98,UTA,38,89,62,11,27,97
4350,NOP,2021-11-17,98,MIA,33,75,40,10,35,113
4351,NYK,2021-11-17,98,ORL,37,88,39,16,49,104
4352,DAL,2021-11-17,98,PHO,38,91,59,16,32,105
4353,BOS,2021-11-15,98,CLE,36,78,49,10,29,92
4354,CLE,2021-11-12,98,DET,39,82,41,14,41,78
4355,IND,2021-11-10,98,DEN,40,84,53,11,31,101
4356,ATL,2021-11-09,98,UTA,37,85,50,18,35,110
4357,MIL,2021-11-05,98,NYK,33,82,39,16,43,113
4358,DET,2021-11-04,98,PHI,35,87,51,11,36,109
4359,ATL,2021-11-04,98,UTA,35,82,54,7,28,116
4360,NYK,2021-11-03,98,IND,36,87,63,5,24,111
4361,CHI,2021-11-03,98,PHI,38,82,61,6,21,103
4362,IND,2021-10-29,98,BRK,37,93,64,8,29,105
4363,OKC,2021-10-26,98,GSW,36,86,52,12,34,106
4364,MIN,2021-10-25,98,NOP,31,90,40,15,50,107
4365,WAS,2021-10-20,98,TOR,36,81,54,5,27,83
4366,PHO,2021-10-20,98,DEN,36,87,50,14,37,110
4367,SAC,2023-04-07,97,GSW,38,98,59,11,39,119
4368,BOS,2023-04-05,97,TOR,38,89,51,11,38,93
4369,DET,2023-03-24,97,TOR,34,73,48,6,25,118
4370,DET,2023-03-14,97,WAS,38,99,65,10,34,117
4371,IND,2023-03-13,97,DET,36,86,52,10,34,117
4372,MEM,2023-03-03,97,DEN,31,84,52,11,32,113
4373,CLE,2023-02-11,97,CHI,36,86,51,9,35,89
4374,MIA,2023-02-10,97,HOU,32,77,39,12,38,95
4375,PHI,2023-02-05,97,NYK,30,74,49,7,25,108
4376,CLE,2023-01-31,97,MIA,40,83,43,11,40,100
4377,CHO,2023-01-24,97,PHO,39,96,71,6,25,128
4378,CHI,2023-01-11,97,WAS,41,88,59,9,29,100
4379,PHO,2023-01-11,97,DEN,39,90,58,9,32,126
4380,UTA,2022-12-17,97,MIL,39,86,39,16,47,123
4381,PHO,2022-12-13,97,HOU,33,103,52,13,51,111
4382,HOU,2022-12-11,97,MIL,40,91,64,6,27,92
4383,POR,2022-11-27,97,BRK,35,79,46,12,33,111
4384,DAL,2022-11-20,97,DEN,35,78,36,15,42,98
4385,SAS,2022-11-19,97,LAC,36,87,61,7,26,119
4386,PHO,2022-11-11,97,ORL,38,95,53,13,42,114
4387,TOR,2022-11-07,97,CHI,36,85,57,9,28,111
4388,WAS,2022-11-06,97,MEM,41,96,55,8,41,103
4389,LAL,2022-10-20,97,LAC,33,94,49,9,45,103
4390,DEN,2022-04-05,97,SAS,41,98,65,7,33,116
4391,DET,2022-03-25,97,WAS,39,95,63,6,32,100
4392,LAC,2022-03-25,97,PHI,34,85,60,8,25,122
4393,UTA,2022-03-23,97,BOS,35,88,52,8,36,125
4394,WAS,2022-03-21,97,HOU,35,85,56,6,29,115
4395,SAC,2022-03-18,97,BOS,33,79,43,13,36,126
4396,WAS,2022-03-18,97,NYK,34,79,45,13,34,100
4397,LAC,2022-03-08,97,GSW,33,93,54,12,39,112
4398,TOR,2022-03-04,97,ORL,37,93,56,12,37,103
4399,BRK,2022-02-28,97,TOR,33,86,51,12,35,133
4400,DAL,2022-02-12,97,LAC,35,85,46,15,39,99
4401,NOP,2022-02-10,97,MIA,36,85,44,11,41,112
4402,HOU,2022-02-08,97,NOP,32,86,44,13,42,110
4403,NOP,2022-01-29,97,BOS,36,82,50,8,32,107
4404,UTA,2022-01-26,97,PHO,34,79,49,12,30,105
4405,CHO,2022-01-17,97,NYK,36,86,47,14,39,87
4406,DET,2022-01-08,97,ORL,38,87,54,10,33,92
4407,BOS,2022-01-05,97,SAS,40,90,62,9,28,99
4408,OKC,2021-12-29,97,PHO,38,96,61,7,35,115
4409,POR,2021-12-21,97,NOP,35,78,44,13,34,111
4410,NYK,2021-12-12,97,MIL,35,82,33,17,49,112
4411,NOP,2021-12-12,97,SAS,40,94,65,8,29,112
4412,DEN,2021-12-06,97,CHI,38,96,64,11,32,109
4413,MEM,2021-12-04,97,DAL,37,76,50,9,26,90
4414,TOR,2021-12-02,97,MIL,37,88,48,14,40,93
4415,TOR,2021-11-28,97,BOS,35,93,51,13,42,109
4416,TOR,2021-11-26,97,IND,37,89,59,7,30,114
4417,NYK,2021-11-26,97,PHO,34,92,53,12,39,118
4418,UTA,2021-11-26,97,NOP,36,80,47,13,33,98
4419,LAC,2021-11-21,97,DAL,36,75,46,12,29,91
4420,DEN,2021-11-21,97,PHO,33,90,52,11,38,126
4421,WAS,2021-11-18,97,MIA,38,77,41,15,36,112
4422,DET,2021-11-17,97,IND,34,80,52,8,28,89
4423,SAC,2021-11-17,97,MIN,34,93,55,10,38,107
4424,CHO,2021-11-17,97,WAS,42,96,64,10,32,87
4425,WAS,2021-11-10,97,CLE,35,84,56,10,28,94
4426,DEN,2021-11-01,97,MEM,39,88,50,9,38,106
4427,MIN,2021-11-01,97,ORL,36,97,46,14,51,115
4428,TOR,2021-10-30,97,IND,39,92,60,11,32,94
4429,HOU,2021-10-24,97,BOS,32,75,43,14,32,107
4430,CHI,2021-10-23,97,DET,35,84,58,11,26,82
4431,NOP,2021-10-20,97,PHI,39,93,63,13,30,117
4432,ORL,2021-10-20,97,SAS,35,86,57,9,29,123
4433,GSW,2023-03-26,96,MIN,34,82,42,15,40,99
4434,POR,2023-03-24,96,CHI,37,86,55,6,31,124
4435,CHO,2023-03-23,96,NOP,38,83,46,9,37,115
4436,BRK,2023-03-16,96,SAC,33,80,41,14,39,101
4437,NOP,2023-03-11,96,OKC,34,81,47,12,34,110
4438,DEN,2023-03-08,96,CHI,37,88,48,15,40,117
4439,HOU,2023-03-07,96,BRK,36,83,57,7,26,118
4440,MIA,2023-03-01,96,PHI,34,78,49,7,29,119
4441,HOU,2023-02-15,96,OKC,30,89,52,10,37,133
4442,BRK,2023-02-01,96,BOS,36,88,49,9,39,139
4443,CHI,2023-01-26,96,CHO,37,91,66,4,25,111
4444,NOP,2023-01-22,96,MIA,37,78,48,8,30,100
4445,HOU,2023-01-08,96,MIN,38,89,53,11,36,104
4446,PHO,2023-01-06,96,MIA,34,82,59,6,23,104
4447,OKC,2022-12-31,96,PHI,35,92,56,12,36,115
4448,MIA,2022-12-06,96,DET,33,77,45,10,32,116
4449,CHO,2022-12-03,96,MIL,34,87,63,5,24,105
4450,LAC,2022-12-03,96,SAC,33,93,60,9,33,123
4451,ORL,2022-12-02,96,CLE,40,81,58,8,23,107
4452,POR,2022-11-23,96,CLE,35,78,47,13,31,114
4453,LAC,2022-11-17,96,DET,33,81,51,11,30,91
4454,DAL,2022-11-07,96,BRK,32,72,44,12,28,94
4455,CHI,2022-10-22,96,CLE,34,84,55,7,29,128
4456,MEM,2022-10-22,96,DAL,34,79,46,9,33,137
4457,PHO,2022-04-03,96,OKC,37,89,51,7,38,117
4458,POR,2022-03-23,96,SAS,36,94,68,7,26,133
4459,TOR,2022-03-06,96,CLE,37,94,70,6,24,104
4460,ORL,2022-03-05,96,MEM,37,86,51,11,35,124
4461,LAC,2022-02-15,96,PHO,40,97,62,10,35,103
4462,OKC,2022-02-04,96,POR,33,87,45,15,42,93
4463,SAC,2022-01-31,96,NYK,37,86,48,11,38,116
4464,NYK,2022-01-26,96,MIA,35,83,39,15,44,110
4465,BRK,2022-01-25,96,LAL,37,88,61,7,27,106
4466,OKC,2022-01-19,96,SAS,38,98,67,8,31,118
4467,MIL,2022-01-15,96,TOR,26,77,38,12,39,103
4468,LAL,2022-01-15,96,DEN,36,82,52,10,30,133
4469,CHI,2022-01-14,96,GSW,37,87,49,10,38,138
4470,SAS,2022-01-10,96,NYK,39,95,66,8,29,111
4471,GSW,2022-01-09,96,CLE,39,97,55,10,42,82
4472,GSW,2022-01-06,96,NOP,37,87,54,7,33,101
4473,SAC,2021-12-31,96,DAL,38,91,62,10,29,112
4474,NYK,2021-12-28,96,MIN,37,90,50,16,40,88
4475,WAS,2021-12-26,96,PHI,35,90,57,8,33,117
4476,PHI,2021-12-23,96,ATL,33,80,53,6,27,98
4477,IND,2021-12-21,96,MIA,31,87,56,11,31,125
4478,PHI,2021-12-15,96,MIA,35,79,42,12,37,101
4479,NYK,2021-12-14,96,GSW,30,83,41,16,42,105
4480,CHO,2021-12-13,96,DAL,34,86,49,13,37,120
4481,PHI,2021-12-09,96,UTA,38,88,55,6,33,118
4482,MEM,2021-12-08,96,DAL,36,90,59,9,31,104
4483,ATL,2021-12-03,96,PHI,31,76,48,10,28,98
4484,PHO,2021-12-03,96,GSW,31,81,59,8,22,118
4485,GSW,2021-11-30,96,PHO,36,86,46,14,40,104
4486,DAL,2021-11-29,96,CLE,39,89,50,12,39,114
4487,ORL,2021-11-29,96,PHI,37,90,57,8,33,101
4488,SAS,2021-11-26,96,BOS,38,87,63,6,24,88
4489,DET,2021-11-26,96,LAC,33,90,57,8,33,107
4490,PHI,2021-11-24,96,GSW,34,80,52,8,28,116
4491,NOP,2021-11-22,96,MIN,37,88,56,6,32,110
4492,MIL,2021-11-19,96,OKC,31,83,42,12,41,89
4493,MIN,2021-11-15,96,PHO,31,85,41,13,44,99
4494,OKC,2021-11-14,96,BRK,36,90,45,14,45,120
4495,ATL,2021-11-12,96,DEN,38,93,65,5,28,105
4496,NYK,2021-11-12,96,CHO,36,93,58,13,35,104
4497,PHI,2021-11-08,96,NYK,35,91,51,13,40,103
4498,MIA,2021-11-08,96,DEN,31,78,42,13,36,113
4499,BRK,2021-11-05,96,DET,36,80,53,11,27,90
4500,MEM,2021-10-27,96,POR,35,96,46,17,50,116
4501,MIN,2021-10-23,96,NOP,39,96,58,12,38,89
4502,SAS,2021-10-22,96,DEN,40,84,60,6,24,102
4503,ORL,2021-10-22,96,NYK,33,83,40,17,43,121
4504,SAC,2023-04-09,95,DEN,37,85,42,11,43,109
4505,CLE,2023-04-09,95,CHO,35,89,52,10,37,106
4506,IND,2023-03-24,95,BOS,39,84,58,4,26,120
4507,NYK,2023-03-11,95,LAC,32,90,59,7,31,106
4508,TOR,2023-02-25,95,DET,33,88,62,7,26,91
4509,HOU,2023-02-10,95,MIA,35,84,54,7,30,97
4510,PHO,2023-01-26,95,DAL,35,86,54,13,32,99
4511,HOU,2023-01-26,95,CLE,39,76,55,5,21,113
4512,SAC,2023-01-25,95,TOR,35,73,41,13,32,113
4513,BOS,2023-01-24,95,MIA,32,74,42,10,32,98
4514,POR,2023-01-19,95,PHI,32,85,48,9,37,105
4515,MIL,2023-01-14,95,MIA,34,84,36,19,48,111
4516,DAL,2023-01-05,95,BOS,34,90,58,7,32,124
4517,MIL,2023-01-01,95,WAS,34,96,47,13,49,118
4518,ORL,2022-12-18,95,BOS,33,86,57,12,29,92
4519,HOU,2022-12-17,95,POR,36,90,61,3,29,107
4520,LAC,2022-12-15,95,PHO,34,90,57,12,33,111
4521,CLE,2022-12-09,95,SAC,34,79,49,10,30,106
4522,SAS,2022-12-04,95,PHO,38,87,56,6,31,133
4523,NYK,2022-11-20,95,PHO,34,85,60,7,25,116
4524,SAS,2022-11-14,95,GSW,36,100,60,10,40,132
4525,LAC,2022-11-12,95,BRK,34,85,54,11,31,110
4526,PHI,2022-11-10,95,ATL,32,83,53,6,30,104
4527,NOP,2022-11-10,95,POR,33,79,51,10,28,106
4528,CHO,2022-11-09,95,POR,34,91,51,10,40,105
4529,LAC,2022-10-31,95,HOU,37,87,51,9,36,93
4530,LAC,2022-10-23,95,PHO,36,82,50,9,32,112
4531,GSW,2022-03-28,95,MEM,33,81,52,9,29,123
4532,MIA,2022-03-26,95,BRK,33,75,41,10,34,110
4533,DAL,2022-03-25,95,MIN,35,90,47,10,43,116
4534,DAL,2022-03-13,95,BOS,33,74,37,15,37,92
4535,SAC,2022-03-02,95,NOP,35,89,54,8,35,125
4536,LAL,2022-02-27,95,NOP,35,84,50,7,34,123
4537,POR,2022-02-24,95,GSW,31,79,44,9,35,132
4538,ATL,2022-02-13,95,BOS,34,93,55,12,38,105
4539,POR,2022-02-08,95,ORL,32,91,53,11,38,113
4540,PHO,2022-02-05,95,WAS,40,99,68,8,31,80
4541,SAS,2022-02-03,95,MIA,30,80,47,8,33,112
4542,WAS,2022-01-29,95,MEM,35,84,55,10,29,115
4543,CLE,2022-01-24,95,NYK,35,81,45,13,36,93
4544,CHI,2022-01-23,95,ORL,33,76,55,5,21,114
4545,UTA,2022-01-17,95,LAL,31,83,37,12,46,101
4546,TOR,2022-01-11,95,PHO,36,89,52,8,37,99
4547,OKC,2022-01-09,95,DEN,38,88,50,9,38,99
4548,DAL,2022-01-02,95,OKC,38,85,46,14,39,86
4549,OKC,2021-12-31,95,NYK,36,87,44,18,43,80
4550,SAC,2021-12-29,95,DAL,36,75,49,10,26,94
